merchant_id,country,mcc_desc,merchant_cohort,cross_border_enabled,staff_readiness,footfall_index,txns_per_week,failure_rate,acquirer_partner_id
MER_d5c87190a9,IN-AE,Hotels,M-3,False,0.934,0.547,0,0.078,ACQ02
MER_1569b81396,IN-QA,Misc Retail,M-3,False,0.747,0.82,0,0.263,ACQ06
MER_562d79ce23,IN-QA,Transport/Taxi,M-1,True,0.846,0.518,5,0.088,ACQ06
MER_d43fb021e8,IN-QA,Dept Store,M-1,True,0.83,0.199,14,0.161,ACQ05
MER_2673a5478c,IN-QA,Hotels,M-3,False,0.482,0.356,0,0.547,ACQ06
MER_135d512a7e,IN-LK,Transport/Taxi,M-3,False,0.731,0.864,0,0.271,ACQ06
MER_1964967cb1,IN-AE,Transit,M-2,True,0.809,0.666,26,0.236,ACQ03
MER_5089019835,IN-FR,Gift/Souvenir,M-1,True,0.897,0.757,9,0.125,ACQ02
MER_f4d0f6a8ce,IN-MU,Grocery/Retail,M-2,True,0.687,0.519,22,0.418,ACQ01
MER_a0dd28ba03,IN-MU,Hotels,M-3,False,0.737,0.621,0,0.243,ACQ06
MER_8d0fb579e0,IN-AE,Museum/Attraction,M-3,False,0.778,0.826,0,0.183,ACQ01
MER_dc15aeb355,IN-BT,Hotels,M-3,False,0.684,0.654,0,0.342,ACQ01
MER_80ec525270,IN-SG,Transit,M-2,True,0.661,0.247,6,0.332,ACQ04
MER_08099e44b2,IN-SG,Hotels,M-3,False,0.574,0.737,0,0.394,ACQ01
MER_bb96f5a280,IN-MU,Hotels,M-3,False,0.808,0.284,0,0.178,ACQ06
MER_4de57d0f44,IN-FR,Grocery/Retail,M-2,True,0.669,0.597,21,0.296,ACQ04
MER_1b7005267c,IN-MU,Hotels,M-3,False,0.618,0.997,0,0.473,ACQ03
MER_e404e84410,IN-QA,Transport/Taxi,M-3,False,0.744,0.471,0,0.224,ACQ05
MER_c00506a41f,IN-LK,Grocery/Retail,M-3,False,0.53,0.72,0,0.485,ACQ01
MER_61160715f2,IN-MU,Museum/Attraction,M-1,True,0.693,0.139,0,0.288,ACQ01
MER_0e67320cc1,IN-AE,Hotels,M-4,True,0.855,0.477,12,0.099,ACQ04
MER_acd50eda16,IN-FR,Restaurants,M-2,True,0.689,0.141,9,0.27,ACQ04
MER_4d5d77e671,IN-KH,Hotels,M-2,True,0.745,0.191,2,0.296,ACQ01
MER_b20a3cbbf9,IN-QA,Gift/Souvenir,M-2,True,0.681,0.592,3,0.362,ACQ04
MER_819a2414d7,IN,Transport/Taxi,M-3,False,0.673,0.688,0,0.361,ACQ01
MER_7cb66d110f,IN-SG,Gift/Souvenir,M-2,True,0.666,0.21,21,0.25,ACQ06
MER_f7c0e9f32a,IN-BT,Grocery/Retail,M-3,False,0.787,0.58,0,0.229,ACQ01
MER_b34dc8fe3c,IN,Hotels,M-2,True,0.536,0.232,1,0.467,ACQ01
MER_50401e59c4,IN-BT,Museum/Attraction,M-1,True,0.808,0.206,14,0.132,ACQ05
MER_b8b97f4c25,IN-FR,Hotels,M-3,False,0.665,0.296,0,0.303,ACQ06
MER_bd62721ecd,IN-AE,Museum/Attraction,M-3,False,0.768,0.724,0,0.311,ACQ03
MER_1668a0e3da,IN-BT,Hotels,M-3,False,0.593,0.916,0,0.324,ACQ05
MER_ae1bee0d20,IN-AE,Hotels,M-2,True,0.693,0.392,13,0.358,ACQ05
MER_8b80928b4e,IN-SG,Grocery/Retail,M-4,True,0.924,0.842,9,0.02,ACQ06
MER_4968964e27,IN-NP,Restaurants,M-3,False,0.791,0.59,0,0.175,ACQ02
MER_96b51bd41c,IN,Hotels,M-2,True,0.687,0.327,6,0.228,ACQ02
MER_0b74a2166b,IN-AE,Hotels,M-2,True,0.742,0.798,21,0.251,ACQ04
MER_d52537b7df,IN,Grocery/Retail,M-1,True,0.927,0.672,28,0.186,ACQ02
MER_520ce35b19,IN-FR,Gift/Souvenir,M-1,True,0.847,0.755,16,0.152,ACQ05
MER_7c1fa1ade6,IN-NP,Grocery/Retail,M-2,True,0.665,0.821,2,0.245,ACQ01
MER_21df2543c7,IN-AE,Grocery/Retail,M-2,True,0.684,0.752,4,0.349,ACQ03
MER_18e67c5bbb,IN-KH,Hotels,M-2,True,0.75,0.668,34,0.312,ACQ02
MER_f939cb5193,IN-SG,Grocery/Retail,M-2,True,0.787,0.549,11,0.258,ACQ05
MER_6ab7d9bcf8,IN-BT,Misc Retail,M-3,False,0.737,0.945,0,0.229,ACQ05
MER_899d606c03,IN-FR,Hotels,M-3,False,0.99,0.442,0,0.02,ACQ06
MER_6f07018d56,IN-MU,Hotels,M-2,True,0.656,0.205,5,0.32,ACQ05
MER_8f5b513a06,IN-BT,Hotels,M-3,False,0.722,0.345,0,0.294,ACQ05
MER_531c9c36ba,IN-SG,Transit,M-3,False,0.358,0.313,0,0.6,ACQ02
MER_40197ffa95,IN-LK,Hotels,M-1,True,0.741,0.203,0,0.256,ACQ05
MER_69259ad9f2,IN-QA,Gift/Souvenir,M-3,False,0.494,0.818,0,0.457,ACQ04
MER_77f1ecb6b9,IN-SG,Dept Store,M-4,True,0.834,0.706,16,0.116,ACQ03
MER_2886a168be,IN-AE,Hotels,M-1,True,0.61,0.177,0,0.312,ACQ06
MER_1238d6b5d4,IN-SG,Hotels,M-3,False,0.882,0.961,0,0.086,ACQ01
MER_0cf62adf44,IN-SG,Gift/Souvenir,M-2,True,0.636,0.342,9,0.376,ACQ06
MER_6ab3a86997,IN-FR,Hotels,M-3,False,0.547,0.825,0,0.509,ACQ06
MER_1e1601db05,IN-FR,Grocery/Retail,M-1,True,0.626,0.352,0,0.369,ACQ05
MER_3a62a563fe,IN-LK,Grocery/Retail,M-2,True,0.342,0.791,5,0.585,ACQ01
MER_8fff36b7f9,IN-AE,Hotels,M-3,False,0.735,0.47,0,0.199,ACQ02
MER_239f1360b3,IN-LK,Museum/Attraction,M-2,True,0.704,0.781,11,0.28,ACQ01
MER_49d879fb5c,IN-QA,Hotels,M-1,True,0.628,0.302,0,0.398,ACQ05
MER_cf051953cc,IN,Hotels,M-3,False,0.802,0.755,0,0.164,ACQ04
MER_6a53a318f4,IN-LK,Hotels,M-2,True,0.701,0.559,10,0.298,ACQ06
MER_e0dafc53e6,IN-NP,Gift/Souvenir,M-1,True,0.744,0.151,0,0.207,ACQ06
MER_c83d736ae1,IN-AE,Hotels,M-2,True,0.68,0.365,37,0.309,ACQ04
MER_099329c5f9,IN-NP,Hotels,M-1,True,0.89,0.607,19,0.135,ACQ06
MER_a5715c6cf3,IN-MU,Hotels,M-3,False,0.716,0.45,0,0.196,ACQ06
MER_8008ae7eaa,IN-AE,Hotels,M-2,True,0.684,0.603,5,0.283,ACQ05
MER_ba5571b563,IN-KH,Misc Retail,M-3,False,0.975,0.201,0,0.02,ACQ01
MER_7696419adb,IN-SG,Hotels,M-3,False,0.497,0.427,0,0.422,ACQ03
MER_1785a158f0,IN-NP,Hotels,M-2,True,0.686,0.927,12,0.298,ACQ04
MER_9c165ef8c7,IN-QA,Restaurants,M-2,True,0.612,0.283,12,0.394,ACQ01
MER_0e1e76a3d6,IN-QA,Hotels,M-4,True,0.954,0.678,9,0.045,ACQ01
MER_8ccbeb4f3b,IN-SG,Gift/Souvenir,M-1,True,0.862,0.237,6,0.112,ACQ06
MER_4e0924c165,IN,Hotels,M-3,False,0.311,0.427,0,0.6,ACQ01
MER_97433a33a4,IN-NP,Hotels,M-2,True,0.414,0.617,30,0.587,ACQ02
MER_c40b7f5ae8,IN-FR,Hotels,M-1,True,0.832,0.139,15,0.179,ACQ03
MER_d2e4eda4bb,IN-BT,Hotels,M-3,False,0.783,0.581,0,0.19,ACQ06
MER_f2f626e98f,IN-FR,Grocery/Retail,M-3,False,0.712,0.26,0,0.373,ACQ05
MER_9e365dc980,IN,Gift/Souvenir,M-2,True,0.46,0.771,15,0.533,ACQ03
MER_b7869b7e1a,IN-AE,Hotels,M-3,False,0.794,0.307,0,0.238,ACQ06
MER_70a3584bf4,IN-MU,Gift/Souvenir,M-2,True,0.603,0.361,28,0.484,ACQ01
MER_47bf2f970c,IN-SG,Hotels,M-2,True,0.678,0.247,28,0.442,ACQ05
MER_5bbd1e7efb,IN-LK,Gift/Souvenir,M-2,True,0.74,0.496,16,0.34,ACQ05
MER_2594a2a0c0,IN-NP,Hotels,M-3,False,0.639,0.991,0,0.333,ACQ06
MER_c51d985904,IN-NP,Hotels,M-2,True,0.569,0.528,18,0.489,ACQ03
MER_7d57876611,IN-NP,Hotels,M-2,True,0.65,0.494,19,0.32,ACQ06
MER_b148b3fec6,IN,Hotels,M-2,True,0.63,0.503,23,0.328,ACQ01
MER_804e406fe2,IN-LK,Hotels,M-3,False,0.602,0.426,0,0.463,ACQ04
MER_75a3c7cf0e,IN-QA,Restaurants,M-1,True,0.828,0.757,19,0.17,ACQ05
MER_e4e789c9a5,IN-KH,Museum/Attraction,M-3,False,0.67,0.819,0,0.29,ACQ02
MER_488de1c61b,IN-MU,Museum/Attraction,M-2,True,0.674,0.493,1,0.347,ACQ01
MER_3827f1450a,IN-NP,Misc Retail,M-3,False,0.787,0.737,0,0.234,ACQ04
MER_0ec8cb99dc,IN-NP,Grocery/Retail,M-2,True,0.835,0.525,4,0.249,ACQ06
MER_23bc9d405e,IN-MU,Hotels,M-3,False,0.752,0.267,0,0.249,ACQ03
MER_894db3e90f,IN-MU,Dept Store,M-3,False,0.826,0.342,0,0.147,ACQ06
MER_b624ff8cf7,IN-QA,Misc Retail,M-2,True,0.602,0.218,22,0.386,ACQ02
MER_910ac308c3,IN-FR,Transit,M-3,False,0.701,0.791,0,0.32,ACQ02
MER_a6d90f4b15,IN-BT,Misc Retail,M-2,True,0.701,0.257,9,0.303,ACQ05
MER_c7f0644f98,IN-FR,Hotels,M-4,True,0.99,0.924,17,0.02,ACQ06
MER_7d7dc40945,IN-FR,Hotels,M-3,False,0.747,0.979,0,0.274,ACQ04
MER_25c252e353,IN-KH,Grocery/Retail,M-2,True,0.705,0.801,23,0.328,ACQ05
MER_641d9e79ad,IN-QA,Gift/Souvenir,M-4,True,0.93,0.128,32,0.086,ACQ04
MER_0fe790dda2,IN-LK,Gift/Souvenir,M-1,True,0.856,0.71,20,0.172,ACQ02
MER_dc9a0dee47,IN-QA,Gift/Souvenir,M-2,True,0.52,0.701,12,0.459,ACQ03
MER_08da72b0be,IN-MU,Dept Store,M-1,True,0.825,0.136,24,0.198,ACQ06
MER_424935c371,IN-AE,Grocery/Retail,M-1,True,0.707,0.319,0,0.357,ACQ02
MER_0ccef11707,IN-MU,Hotels,M-1,True,0.8,0.815,18,0.191,ACQ02
MER_ea60cb8ab7,IN-BT,Museum/Attraction,M-2,True,0.748,0.322,32,0.264,ACQ03
MER_b47247ab11,IN-AE,Hotels,M-2,True,0.514,0.568,10,0.489,ACQ01
MER_79fff65b3a,IN-MU,Restaurants,M-2,True,0.48,0.871,7,0.518,ACQ04
MER_e693bda1cd,IN-KH,Grocery/Retail,M-3,False,0.634,0.705,0,0.42,ACQ05
MER_96f07d1c84,IN,Restaurants,M-3,False,0.81,0.827,0,0.216,ACQ04
MER_84b9857a26,IN-NP,Grocery/Retail,M-3,False,0.524,0.304,0,0.457,ACQ04
MER_367469758d,IN-SG,Hotels,M-2,True,0.629,0.749,22,0.422,ACQ05
MER_4257593f61,IN-AE,Misc Retail,M-1,True,0.572,0.509,0,0.425,ACQ05
MER_e05780d56d,IN-NP,Hotels,M-1,True,0.894,0.715,4,0.124,ACQ04
MER_e1eb941601,IN-SG,Misc Retail,M-1,True,0.879,0.792,0,0.167,ACQ02
MER_3c8a6f8df3,IN-SG,Grocery/Retail,M-2,True,0.746,0.291,13,0.218,ACQ06
MER_bbdcc0250c,IN-QA,Hotels,M-2,True,0.456,0.389,8,0.577,ACQ02
MER_4d9b0a1e73,IN-MU,Hotels,M-2,True,0.624,0.403,21,0.385,ACQ03
MER_396d64a669,IN-BT,Hotels,M-1,True,0.713,0.285,0,0.305,ACQ03
MER_ef6988f144,IN-AE,Hotels,M-4,True,0.99,0.87,16,0.021,ACQ01
MER_cb15aa3ea8,IN-BT,Hotels,M-4,True,0.939,0.668,26,0.02,ACQ05
MER_dcc9a540fa,IN-NP,Hotels,M-3,False,0.709,0.984,0,0.291,ACQ03
MER_1dfc435bda,IN-QA,Gift/Souvenir,M-3,False,0.97,0.725,0,0.118,ACQ03
MER_be90126cef,IN-AE,Hotels,M-1,True,0.715,0.292,0,0.347,ACQ03
MER_8b1c7b74c3,IN,Hotels,M-2,True,0.505,0.784,11,0.486,ACQ05
MER_0f44ac4c9f,IN-FR,Gift/Souvenir,M-2,True,0.793,0.93,5,0.217,ACQ03
MER_903dd19e0b,IN-QA,Transit,M-3,False,0.773,0.731,0,0.151,ACQ04
MER_ac0fd8309a,IN-NP,Hotels,M-2,True,0.71,0.392,24,0.206,ACQ03
MER_97dedb0c61,IN-KH,Museum/Attraction,M-3,False,0.763,0.661,0,0.249,ACQ01
MER_8a8d95d60e,IN-LK,Hotels,M-2,True,0.687,0.135,2,0.33,ACQ02
MER_b8e8bf8b82,IN-FR,Hotels,M-2,True,0.506,0.797,12,0.505,ACQ02
MER_b4d2a3b553,IN,Hotels,M-1,True,0.614,0.945,0,0.482,ACQ04
MER_de7141c82a,IN-KH,Transport/Taxi,M-1,True,0.647,1.0,0,0.402,ACQ05
MER_c20c49c27a,IN-FR,Misc Retail,M-2,True,0.699,0.853,12,0.346,ACQ04
MER_c23462e86f,IN-AE,Hotels,M-1,True,0.839,0.693,0,0.143,ACQ06
MER_570246c0f6,IN-SG,Hotels,M-3,False,0.733,0.768,0,0.272,ACQ03
MER_3ebde2b88c,IN-QA,Transit,M-1,True,0.77,0.123,0,0.187,ACQ02
MER_6a83ef2f7d,IN-NP,Gift/Souvenir,M-3,False,0.794,0.128,0,0.215,ACQ04
MER_7e4aa1b2a3,IN-QA,Hotels,M-2,True,0.784,0.837,1,0.244,ACQ02
MER_7d822d639d,IN-AE,Hotels,M-1,True,0.595,0.458,0,0.401,ACQ01
MER_875f043357,IN-QA,Hotels,M-2,True,0.852,0.658,3,0.209,ACQ03
MER_b4cdd1f255,IN-SG,Misc Retail,M-2,True,0.761,0.815,26,0.206,ACQ01
MER_59666c6aef,IN-AE,Transit,M-1,True,0.84,0.787,40,0.173,ACQ06
MER_e22903cdca,IN-SG,Grocery/Retail,M-3,False,0.42,0.573,0,0.593,ACQ06
MER_3961289b38,IN-NP,Hotels,M-2,True,0.585,0.689,8,0.413,ACQ01
MER_e6c23569e2,IN-AE,Hotels,M-3,False,0.609,0.79,0,0.401,ACQ02
MER_561c0ff65b,IN,Hotels,M-1,True,0.789,0.475,3,0.197,ACQ03
MER_a188b56e87,IN-NP,Hotels,M-2,True,0.635,0.9,5,0.318,ACQ01
MER_613f64bd6f,IN,Grocery/Retail,M-2,True,0.688,0.739,12,0.273,ACQ01
MER_430de87221,IN-SG,Hotels,M-2,True,0.611,0.784,20,0.338,ACQ04
MER_d8c1bae40d,IN-QA,Hotels,M-1,True,0.923,0.358,14,0.12,ACQ04
MER_3f4120edeb,IN-QA,Hotels,M-2,True,0.638,0.802,14,0.407,ACQ05
MER_25ee9999b0,IN-KH,Gift/Souvenir,M-2,True,0.592,0.617,5,0.473,ACQ02
MER_ff41242003,IN-LK,Museum/Attraction,M-2,True,0.664,0.62,13,0.332,ACQ03
MER_b385364f99,IN-AE,Misc Retail,M-2,True,0.555,0.19,12,0.497,ACQ06
MER_87b88d6516,IN,Dept Store,M-1,True,0.672,0.305,0,0.431,ACQ02
MER_5f5167b905,IN-BT,Hotels,M-2,True,0.437,0.69,10,0.579,ACQ05
MER_a13ff012c4,IN-FR,Transit,M-3,False,0.587,0.675,0,0.341,ACQ01
MER_6b4539c77f,IN-LK,Gift/Souvenir,M-1,True,0.758,0.272,5,0.186,ACQ02
MER_b55b9eba74,IN-SG,Dept Store,M-3,False,0.756,0.677,0,0.256,ACQ02
MER_e7398c7713,IN-SG,Misc Retail,M-2,True,0.623,0.815,9,0.427,ACQ03
MER_a3b2317eaa,IN-KH,Hotels,M-1,True,0.767,0.378,5,0.136,ACQ03
MER_f229548878,IN-BT,Hotels,M-2,True,0.792,0.981,13,0.293,ACQ01
MER_fd938be791,IN-BT,Hotels,M-3,False,0.909,0.344,0,0.1,ACQ01
MER_93c0c20f1d,IN,Hotels,M-3,False,0.603,0.17,0,0.398,ACQ06
MER_de02a9749d,IN,Hotels,M-3,False,0.72,0.611,0,0.292,ACQ04
MER_c13c3b0c63,IN-KH,Gift/Souvenir,M-3,False,0.757,0.496,0,0.28,ACQ04
MER_23924e499d,IN-QA,Museum/Attraction,M-3,False,0.9,0.552,0,0.056,ACQ05
MER_e276ce5b0f,IN,Gift/Souvenir,M-3,False,0.935,0.82,0,0.098,ACQ02
MER_0c4e172c40,IN-AE,Misc Retail,M-2,True,0.606,0.939,30,0.36,ACQ01
MER_6ff9966808,IN-LK,Grocery/Retail,M-2,True,0.882,0.786,30,0.225,ACQ05
MER_0080f19ef9,IN-LK,Hotels,M-1,True,0.839,0.913,30,0.134,ACQ02
MER_7402cabee0,IN-SG,Restaurants,M-1,True,0.831,0.698,8,0.193,ACQ04
MER_450ae44363,IN-LK,Dept Store,M-3,False,0.479,0.303,0,0.518,ACQ04
MER_aab84b24b5,IN-SG,Hotels,M-2,True,0.694,0.701,16,0.413,ACQ02
MER_8738cba29d,IN-AE,Hotels,M-2,True,0.525,0.816,17,0.506,ACQ04
MER_5f4a270d04,IN-MU,Hotels,M-3,False,0.85,0.719,0,0.233,ACQ03
MER_b1138ecca2,IN-NP,Hotels,M-3,False,0.737,0.689,0,0.185,ACQ04
MER_0d10532c55,IN-LK,Dept Store,M-1,True,0.689,0.683,0,0.3,ACQ02
MER_499d837a09,IN-FR,Gift/Souvenir,M-3,False,0.918,0.266,0,0.02,ACQ01
MER_a6ae907383,IN-BT,Museum/Attraction,M-2,True,0.702,0.232,14,0.329,ACQ02
MER_ede060e521,IN-AE,Hotels,M-3,False,0.87,0.62,0,0.078,ACQ06
MER_4955de50af,IN-AE,Hotels,M-1,True,0.773,0.784,13,0.164,ACQ04
MER_44c9b04523,IN-KH,Restaurants,M-2,True,0.468,0.65,2,0.572,ACQ01
MER_38be64abc5,IN-BT,Hotels,M-3,False,0.529,0.208,0,0.522,ACQ02
MER_f527e4becc,IN-FR,Dept Store,M-2,True,0.422,0.477,23,0.563,ACQ05
MER_18a3701857,IN-KH,Restaurants,M-2,True,0.569,0.963,3,0.444,ACQ05
MER_814d1b3bee,IN-SG,Museum/Attraction,M-2,True,0.625,0.744,10,0.372,ACQ01
MER_17542bc598,IN-FR,Transport/Taxi,M-2,True,0.613,0.673,15,0.374,ACQ05
MER_5202c5dd71,IN-AE,Restaurants,M-2,True,0.714,0.216,2,0.326,ACQ06
MER_98fa972a03,IN-LK,Grocery/Retail,M-3,False,0.637,0.636,0,0.409,ACQ02
MER_b69e0c90d9,IN-MU,Gift/Souvenir,M-4,True,0.923,0.336,26,0.02,ACQ06
MER_176e414b51,IN-KH,Museum/Attraction,M-3,False,0.849,0.137,0,0.098,ACQ03
MER_cc8ee03c6c,IN-FR,Hotels,M-2,True,0.585,0.772,22,0.397,ACQ05
MER_53accbd682,IN-BT,Museum/Attraction,M-2,True,0.53,0.687,14,0.436,ACQ01
MER_cd1faec41d,IN-SG,Hotels,M-2,True,0.666,0.974,5,0.333,ACQ03
MER_e781b22406,IN-MU,Grocery/Retail,M-2,True,0.62,0.293,28,0.407,ACQ06
MER_85e03b07a1,IN-NP,Hotels,M-4,True,0.973,0.938,11,0.02,ACQ04
MER_eb7a3c87df,IN-SG,Museum/Attraction,M-3,False,0.821,0.769,0,0.197,ACQ06
MER_0892147d4d,IN-KH,Hotels,M-3,False,0.854,0.607,0,0.149,ACQ05
MER_fb2ce76bc2,IN-BT,Hotels,M-2,True,0.71,0.521,12,0.285,ACQ06
MER_fe44904918,IN-LK,Hotels,M-4,True,0.881,0.547,14,0.069,ACQ03
MER_37ab1e4440,IN-KH,Hotels,M-3,False,0.594,0.326,0,0.301,ACQ04
MER_dcd8498b3f,IN-BT,Hotels,M-3,False,0.747,0.619,0,0.298,ACQ06
MER_0ac6caa1ea,IN-LK,Hotels,M-1,True,0.574,0.23,0,0.388,ACQ05
MER_1c10235cc3,IN-KH,Hotels,M-2,True,0.644,0.868,11,0.273,ACQ02
MER_071b3d0104,IN-AE,Hotels,M-1,True,0.832,0.75,13,0.121,ACQ06
MER_4f0ef3572a,IN-BT,Hotels,M-3,False,0.529,0.754,0,0.402,ACQ06
MER_0a3038ab12,IN-LK,Museum/Attraction,M-1,True,0.859,0.966,18,0.125,ACQ02
MER_d836a1a746,IN-BT,Hotels,M-2,True,0.86,0.65,11,0.213,ACQ01
MER_c2791cd29d,IN-FR,Hotels,M-3,False,0.544,0.199,0,0.515,ACQ01
MER_10abb1eb4a,IN-NP,Grocery/Retail,M-1,True,0.884,0.161,18,0.142,ACQ02
MER_2f52f636c8,IN-BT,Restaurants,M-3,False,0.746,0.211,0,0.294,ACQ01
MER_379ce8dc49,IN-MU,Grocery/Retail,M-1,True,0.82,0.469,10,0.184,ACQ02
MER_cf4cdbbef8,IN-MU,Hotels,M-3,False,0.782,0.201,0,0.167,ACQ03
MER_59671087aa,IN-QA,Museum/Attraction,M-3,False,0.768,0.823,0,0.149,ACQ04
MER_c789f295fc,IN-FR,Hotels,M-2,True,0.301,0.957,30,0.599,ACQ02
MER_4141cf5650,IN-LK,Restaurants,M-4,True,0.99,0.244,11,0.02,ACQ04
MER_574a95954d,IN-AE,Misc Retail,M-3,False,0.99,0.19,0,0.061,ACQ03
MER_53d733166a,IN,Hotels,M-3,False,0.728,0.757,0,0.27,ACQ01
MER_776ab53332,IN-AE,Gift/Souvenir,M-1,True,0.698,0.849,0,0.337,ACQ06
MER_de0c1bb2a5,IN-BT,Hotels,M-3,False,0.887,0.294,0,0.197,ACQ01
MER_55a6f69bf8,IN-KH,Grocery/Retail,M-2,True,0.619,0.778,18,0.383,ACQ02
MER_65f1aae2bf,IN-LK,Gift/Souvenir,M-3,False,0.835,0.959,0,0.15,ACQ02
MER_fd5b15adc5,IN-AE,Museum/Attraction,M-1,True,0.749,0.123,0,0.197,ACQ03
MER_ee4eafd3cc,IN,Hotels,M-2,True,0.655,0.579,30,0.356,ACQ05
MER_87e7d31cc5,IN-AE,Transit,M-2,True,0.7,0.928,14,0.34,ACQ03
MER_e2887582b2,IN-MU,Hotels,M-4,True,0.906,0.495,7,0.037,ACQ02
MER_40bd2fae92,IN-NP,Hotels,M-1,True,0.703,0.317,0,0.326,ACQ03
MER_2120048715,IN-NP,Grocery/Retail,M-3,False,0.863,0.511,0,0.104,ACQ05
MER_f621eb4d08,IN-SG,Hotels,M-3,False,0.516,0.818,0,0.546,ACQ01
MER_68b36609cd,IN,Transit,M-2,True,0.572,0.217,12,0.418,ACQ02
MER_b34c68bdeb,IN-BT,Misc Retail,M-2,True,0.705,0.36,27,0.263,ACQ02
MER_ad08245ba9,IN-MU,Hotels,M-2,True,0.675,0.101,5,0.389,ACQ04
MER_7be864e49c,IN-FR,Museum/Attraction,M-3,False,0.893,0.537,0,0.02,ACQ01
MER_2fb7dfff57,IN,Transport/Taxi,M-1,True,0.627,0.267,0,0.301,ACQ06
MER_7864292e1d,IN-QA,Hotels,M-1,True,0.853,0.441,6,0.104,ACQ01
MER_ea738f5c27,IN-SG,Hotels,M-3,False,0.795,0.983,0,0.169,ACQ03
MER_f7f9be128d,IN-FR,Hotels,M-2,True,0.657,0.589,13,0.269,ACQ05
MER_4650967c69,IN-AE,Hotels,M-1,True,0.802,0.543,5,0.083,ACQ05
MER_a9dd9b5c78,IN-BT,Transport/Taxi,M-2,True,0.652,0.966,13,0.341,ACQ06
MER_8c6519afba,IN-FR,Dept Store,M-1,True,0.786,0.189,6,0.173,ACQ05
MER_1f6d0cd7eb,IN,Hotels,M-2,True,0.638,0.373,21,0.437,ACQ03
MER_167a82f2e2,IN-NP,Gift/Souvenir,M-4,True,0.99,0.786,25,0.02,ACQ06
MER_98cebb0ba2,IN-AE,Hotels,M-1,True,0.952,0.588,3,0.037,ACQ04
MER_97a15bc5f7,IN-QA,Hotels,M-2,True,0.657,0.195,13,0.275,ACQ05
MER_8bf2f50370,IN-AE,Hotels,M-1,True,0.702,0.638,12,0.15,ACQ02
MER_70bc75b381,IN-BT,Hotels,M-4,True,0.99,0.234,22,0.02,ACQ06
MER_394c7f2f4b,IN-FR,Misc Retail,M-2,True,0.486,0.934,20,0.447,ACQ06
MER_64a14e3b10,IN-SG,Transport/Taxi,M-3,False,0.652,0.906,0,0.213,ACQ02
MER_d388286fde,IN-AE,Transport/Taxi,M-1,True,0.876,0.572,0,0.22,ACQ03
MER_a524aa7dcf,IN,Museum/Attraction,M-2,True,0.489,0.368,7,0.506,ACQ04
MER_dda22605ee,IN-AE,Hotels,M-3,False,0.775,0.272,0,0.178,ACQ05
MER_c08729737d,IN-SG,Hotels,M-2,True,0.651,0.353,16,0.349,ACQ02
MER_2981067c0f,IN-NP,Hotels,M-3,False,0.902,0.673,0,0.089,ACQ05
MER_e8647a313b,IN,Gift/Souvenir,M-1,True,0.554,0.996,0,0.491,ACQ04
MER_cd68c71c2d,IN,Hotels,M-4,True,0.803,0.38,12,0.062,ACQ05
MER_530cc1abd9,IN-LK,Hotels,M-4,True,0.927,0.42,24,0.073,ACQ06
MER_48e9f5b6ce,IN,Restaurants,M-2,True,0.657,0.253,3,0.358,ACQ02
MER_c723e4338d,IN-BT,Hotels,M-2,True,0.598,0.748,9,0.35,ACQ03
MER_e0333e1d8b,IN-FR,Hotels,M-2,True,0.659,0.361,5,0.335,ACQ01
MER_bbc1231d86,IN-AE,Hotels,M-1,True,0.787,0.546,18,0.163,ACQ04
MER_783d2e5fec,IN-AE,Hotels,M-2,True,0.601,0.517,37,0.415,ACQ06
MER_0caee6f88e,IN-KH,Grocery/Retail,M-2,True,0.539,0.996,38,0.459,ACQ02
MER_02dffe628b,IN-KH,Hotels,M-2,True,0.671,0.479,23,0.261,ACQ01
MER_0938130abd,IN-LK,Gift/Souvenir,M-2,True,0.68,0.735,17,0.269,ACQ03
MER_fd54280866,IN-FR,Hotels,M-3,False,0.667,0.294,0,0.258,ACQ01
MER_d66e499003,IN,Museum/Attraction,M-1,True,0.884,0.91,13,0.158,ACQ01
MER_05bc07cdce,IN-KH,Hotels,M-2,True,0.69,0.308,10,0.306,ACQ02
MER_e5a423ee25,IN-NP,Gift/Souvenir,M-2,True,0.766,0.168,37,0.254,ACQ02
MER_b2b73b8283,IN-AE,Transit,M-2,True,0.703,0.924,15,0.416,ACQ06
MER_3d3618e6a1,IN-KH,Gift/Souvenir,M-3,False,0.768,0.809,0,0.185,ACQ02
MER_ba32ee0abd,IN-BT,Hotels,M-2,True,0.606,0.92,4,0.407,ACQ02
MER_5b8f33d3ed,IN,Hotels,M-2,True,0.627,0.542,8,0.311,ACQ05
MER_075c604a83,IN-AE,Transit,M-2,True,0.585,0.881,22,0.364,ACQ04
MER_efe05d1c46,IN-KH,Dept Store,M-4,True,0.863,0.213,18,0.117,ACQ02
MER_c430f58ccc,IN-KH,Hotels,M-3,False,0.792,0.294,0,0.145,ACQ03
MER_e46411fd46,IN-LK,Hotels,M-4,True,0.948,0.191,14,0.064,ACQ05
MER_14c1c80465,IN-LK,Hotels,M-3,False,0.498,0.532,0,0.529,ACQ04
MER_09a4fce63e,IN-FR,Transit,M-2,True,0.544,0.567,21,0.437,ACQ04
MER_de8427cd52,IN,Gift/Souvenir,M-2,True,0.634,0.252,11,0.42,ACQ04
MER_85c6f337ff,IN-BT,Transport/Taxi,M-2,True,0.651,0.974,13,0.303,ACQ06
