attempt_id,trip_id,user_id,direction,rail_id,cohort_id,source_country,entity_type,stay_days,lifecycle_stage,mcc_code,mcc_desc,psp_id,issuer_id,terminal_type,wallet_state,value_tier,ticket_inr,currency,date,cohort_week,attempt_number,is_repeat,treatment_arm,nba_action_id,nba_channel,nba_cost_inr,tau_true,baseline_propensity_true,h1_kyc_status,h1_kyc_duration_sec,h2_wallet_status,h2_wallet_duration_sec,h3_balance_status,h3_balance_duration_sec,h4_limit_status,h4_limit_duration_sec,h5_merchant_status,h5_merchant_duration_sec,h6_tech_status,h6_tech_duration_sec,h7_departure_refund_status,h7_departure_refund_duration_sec,wallet_balance_at_departure_inr,final_outcome,drop_stage,drop_reason_category,drop_reason_detail,total_time_minutes,gmv_inr,nipl_revenue_inr,net_contribution_inr
IATT_8a059982f3,ITRP_3308d5bf99,INUSR_32e4531a8c,IN,R3,I-1,BD,FOREIGN_NATIONAL,2,DEPARTURE,5947,Gift/Souvenir,BHIM,PPIISSR05,POS,FUNDED,LOW,1566.9,INR,2025-08-02,2025-W31,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.1772,0.3833,success,73.05,success,10.52,success,2.33,success,2.82,drop_merchant_abandon,7.14,not_reached,1.46,drop_refund_not_initiated,4.97,1547.51,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,3.21,0.0,0.0,-0.02
IATT_886afe400f,ITRP_3308d5bf99,INUSR_b9b9a72351,IN,R4,I-3,CA,NRI,9,DEPARTURE,5411,Grocery/Retail,GPAY,PPIISSR03,STATIC_QR,FUNDED,LOW,716.41,INR,2025-06-09,2025-W24,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.273,0.776,success,89.85,success,7.09,success,1.8,success,2.8,success,2.94,success,2.84,not_reached,0.53,111.56,converted,,,,2.91,716.41,0.1433,0.1433
IATT_cac28bb225,ITRP_3308d5bf99,INUSR_4696b286e8,IN,R3,I-1,BD,OCI,8,ARRIVAL_D0,5411,Grocery/Retail,GPAY,PPIISSR05,DYNAMIC_QR,FUNDED,LOW,816.31,INR,2025-07-21,2025-W30,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.1067,0.6449,success,82.75,success,4.79,success,3.08,success,2.89,drop_merchant_abandon,8.79,not_reached,3.91,not_reached,5.01,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,2.66,0.0,0.0,0.0
IATT_f38cea9806,ITRP_90975d5b82,INUSR_862054f0b6,IN,R4,I-3,US,NRI,24,IN_TRIP,5812,Restaurants,GPAY,PPIISSR02,DYNAMIC_QR,FUNDED,LOW,1103.71,INR,2026-06-08,2026-W24,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.1387,0.4256,success,71.11,success,13.95,success,3.06,success,0.5,success,10.53,success,4.11,not_reached,1.03,0,converted,,,,2.71,1103.71,0.2207,0.2207
IATT_201f48d936,ITRP_90975d5b82,INUSR_6e67dc2704,IN,R4,I-3,US,NRI,2,IN_TRIP,4121,Transport/Taxi,GPAY,PPIISSR02,DYNAMIC_QR,UNLOADED,LOW,930.35,INR,2024-11-08,2024-W45,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.2221,0.6268,success,84.55,drop_wallet_not_loaded,5.46,not_reached,1.5,not_reached,1.07,not_reached,7.78,not_reached,3.68,not_reached,4.93,0,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,3.75,0.0,0.0,0.0
IATT_83727a8233,ITRP_90975d5b82,INUSR_b145645776,IN,R3,I-1,GB,FOREIGN_NATIONAL,5,IN_TRIP,5411,Grocery/Retail,PHONEPE,PPIISSR05,POS,FUNDED,LOW,512.89,INR,2024-10-02,2024-W40,2,True,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.45,0.5064,success,61.36,success,15.45,success,4.28,success,1.16,success,5.48,drop_tech_decline,1.66,not_reached,0.17,0,dropped,H6_TECH_AUTH,technical_fail,TECH_DECLINE,1.7,0.0,0.0,-0.02
IATT_ab448f3a75,ITRP_90975d5b82,INUSR_b2879d935f,IN,R4,I-3,AU,NRI,14,IN_TRIP,5812,Restaurants,GPAY,PPIISSR02,DYNAMIC_QR,FUNDED,LOW,1597.91,INR,2026-02-25,2026-W09,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.45,0.2789,success,14.42,success,17.79,drop_balance_insufficient,1.89,not_reached,2.99,not_reached,8.83,not_reached,0.94,not_reached,7.42,0,dropped,H3_BALANCE,business_decline,BALANCE_INSUFFICIENT,1.51,0.0,0.0,0.0
IATT_3550dacc6d,ITRP_eec20b2951,INUSR_4cb40ec8c5,IN,R4,I-3,GB,NRI,10,IN_TRIP,4121,Transport/Taxi,PHONEPE,PPIISSR04,STATIC_QR,FUNDED,MID,2822.83,INR,2025-08-24,2025-W34,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.1429,0.5385,success,24.28,success,6.81,success,4.0,success,2.09,drop_merchant_abandon,14.98,not_reached,4.05,not_reached,2.35,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,1.92,0.0,0.0,0.0
IATT_e9985e2f1b,ITRP_eec20b2951,INUSR_c37f8101aa,IN,R5,I-4,OTHER,FOREIGN_NATIONAL,8,ARRIVAL_D0,5411,Grocery/Retail,GPAY,PPIISSR02,DYNAMIC_QR,FUNDED,LOW,1244.74,INR,2025-07-21,2025-W30,1,False,CONTROL,ACT_ONE_WORLD_ONBOARD,in_flow,0.0,0.0656,0.7196,success,52.54,success,6.21,drop_balance_insufficient,1.26,not_reached,2.85,not_reached,12.43,not_reached,4.87,not_reached,5.05,0,dropped,H3_BALANCE,business_decline,BALANCE_INSUFFICIENT,3.3,0.0,0.0,0.0
IATT_231493e42e,ITRP_eec20b2951,INUSR_72c3f0f112,IN,R3,I-1,BD,OCI,7,ARRIVAL_D0,5812,Restaurants,BHIM,PPIISSR03,STATIC_QR,UNLOADED,MID,2846.52,INR,2025-11-17,2025-W47,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.3292,0.2974,success,36.53,drop_wallet_not_loaded,16.69,not_reached,4.83,not_reached,1.53,not_reached,7.66,not_reached,1.86,not_reached,6.42,0,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,1.97,0.0,0.0,0.0
IATT_295c6c8224,ITRP_eec20b2951,INUSR_8da4d8ed40,IN,R5,I-4,OTHER,FOREIGN_NATIONAL,21,PRE_TRIP,5812,Restaurants,GPAY,PPIISSR04,STATIC_QR,UNLOADED,LOW,1249.74,INR,2025-06-23,2025-W26,1,False,TREAT,ACT_ONE_WORLD_ONBOARD,in_flow,0.0,0.4338,0.4491,success,31.81,drop_wallet_not_loaded,3.55,not_reached,2.16,not_reached,1.59,not_reached,3.67,not_reached,4.1,not_reached,7.97,0,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,1.72,0.0,0.0,0.0
IATT_9fdcad9a13,ITRP_bf44d09a2c,INUSR_f7c83f1b62,IN,R4,I-3,AE,NRI,11,IN_TRIP,7011,Hotels,GPAY,PPIISSR01,STATIC_QR,UNLOADED,MID,4911.57,INR,2025-06-14,2025-W24,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.3678,0.3883,success,82.89,success,3.44,success,2.18,success,2.96,success,3.86,success,3.19,not_reached,2.92,0,converted,,,,3.02,4911.57,0.9823,0.9823
IATT_0b8ae66d6c,ITRP_bf44d09a2c,INUSR_6f2c1efac1,IN,R3,I-1,MY,OCI,24,ARRIVAL_D0,5812,Restaurants,GPAY,PPIISSR03,DYNAMIC_QR,UNLOADED,LOW,1395.75,INR,2025-10-19,2025-W42,1,False,CONTROL,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.1617,0.4055,success,36.5,drop_wallet_not_loaded,19.73,not_reached,3.05,not_reached,1.57,not_reached,14.17,not_reached,2.73,not_reached,5.96,0,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,3.23,0.0,0.0,0.0
IATT_ff3d259d32,ITRP_bf44d09a2c,INUSR_0d4cff8198,IN,R3,I-1,LK,FOREIGN_NATIONAL,2,IN_TRIP,5411,Grocery/Retail,BHIM,PPIISSR01,STATIC_QR,FUNDED,LOW,1435.75,INR,2025-02-27,2025-W09,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.1163,0.3297,success,36.45,success,6.71,success,4.69,success,1.14,drop_merchant_abandon,7.85,not_reached,2.37,not_reached,4.17,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,2.21,0.0,0.0,0.0
IATT_2eeed7e941,ITRP_bf44d09a2c,INUSR_5057231d7e,IN,R4,I-3,MY,NRI,40,IN_TRIP,7011,Hotels,BHIM,PPIISSR05,STATIC_QR,FUNDED,MID,5905.79,INR,2026-01-06,2026-W02,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.3178,0.4921,success,66.94,success,12.46,success,3.22,success,0.76,success,3.59,success,4.19,not_reached,5.5,0,converted,,,,2.61,5905.79,1.1812,1.1812
IATT_5068a54c76,ITRP_1845423c26,INUSR_3c29f316e0,IN,R3,I-1,AE,FOREIGN_NATIONAL,3,DEPARTURE,5411,Grocery/Retail,BHIM,PPIISSR03,STATIC_QR,FUNDED,MID,3097.1,INR,2026-05-07,2026-W19,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.361,0.6675,success,38.15,success,2.89,success,0.81,drop_ppi_limit_exceeded,2.38,not_reached,5.03,not_reached,1.99,success,0.74,2894.23,dropped,H4_PPI_LIMIT,regulatory_decline,PPI_LIMIT_EXCEEDED,1.93,0.0,0.0,-0.02
IATT_1d76a6d253,ITRP_1845423c26,INUSR_f2a81b8e48,IN,R3,I-1,MY,OCI,7,IN_TRIP,7011,Hotels,BHIM,PPIISSR01,DYNAMIC_QR,UNLOADED,MID,6900.37,INR,2026-07-19,2026-W29,2,True,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.1813,0.5243,success,81.3,success,3.13,success,1.53,success,2.33,success,3.99,success,1.9,not_reached,4.14,0,converted,,,,3.44,6900.37,1.3801,1.3601
IATT_f578be07a0,ITRP_1845423c26,INUSR_d1c4eea007,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,15,IN_TRIP,5812,Restaurants,BHIM,PPIISSR05,STATIC_QR,FUNDED,LOW,677.3,INR,2025-12-18,2025-W51,3,True,CONTROL,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.1044,0.5321,drop_kyc_not_completed,19.7,not_reached,12.33,not_reached,3.71,not_reached,2.75,not_reached,12.13,not_reached,1.01,not_reached,7.0,0,dropped,H1_KYC_ONBOARD,user_abandon,KYC_NOT_COMPLETED,2.87,0.0,0.0,-0.02
IATT_404dee35e4,ITRP_1845423c26,INUSR_576256aefc,IN,R3,I-1,DE,OCI,9,IN_TRIP,5947,Gift/Souvenir,PHONEPE,PPIISSR05,DYNAMIC_QR,FUNDED,LOW,2287.92,INR,2026-07-27,2026-W31,2,True,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.4398,0.2438,success,59.68,success,11.81,success,0.74,success,2.76,success,7.68,success,2.32,not_reached,3.56,0,converted,,,,1.93,2287.92,0.4576,0.4576
IATT_dba9a92018,ITRP_01ad5b389e,INUSR_96963992db,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,10,IN_TRIP,7011,Hotels,BHIM,PPIISSR04,DYNAMIC_QR,FUNDED,MID,14757.99,INR,2025-12-17,2025-W51,3,True,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.3159,0.5456,success,37.89,success,12.9,success,0.61,success,0.3,drop_merchant_abandon,12.53,not_reached,3.24,not_reached,6.39,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,1.92,0.0,0.0,-0.02
IATT_477809a0cc,ITRP_01ad5b389e,INUSR_4de3c40dc3,IN,R3,I-1,AU,FOREIGN_NATIONAL,12,IN_TRIP,5812,Restaurants,PHONEPE,PPIISSR05,STATIC_QR,FUNDED,LOW,1063.48,INR,2025-08-14,2025-W33,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.3569,0.3366,success,62.56,success,16.75,success,1.8,success,2.76,success,3.31,success,4.41,not_reached,3.1,0,converted,,,,3.11,1063.48,0.2127,0.1927
IATT_b7eccd4c5d,ITRP_01ad5b389e,INUSR_a388e7b587,IN,R3,I-1,DE,FOREIGN_NATIONAL,9,IN_TRIP,5812,Restaurants,PHONEPE,PPIISSR04,STATIC_QR,FUNDED,LOW,951.96,INR,2025-04-01,2025-W14,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.2825,0.446,success,67.14,success,13.15,success,0.73,success,0.92,success,14.32,success,2.68,not_reached,3.98,0,converted,,,,3.22,951.96,0.1904,0.1904
IATT_15e4008482,ITRP_01ad5b389e,INUSR_6869b9d905,IN,R4,I-3,AU,NRI,18,ARRIVAL_D0,7011,Hotels,BHIM,PPIISSR05,STATIC_QR,UNLOADED,MID,2642.64,INR,2025-06-23,2025-W26,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.2088,0.4116,success,12.89,drop_wallet_not_loaded,9.59,not_reached,1.32,not_reached,2.03,not_reached,14.41,not_reached,1.52,not_reached,7.17,0,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,1.85,0.0,0.0,0.0
IATT_e55a3e04a2,ITRP_b4ca3a4f78,INUSR_102168e7e4,IN,R5,I-4,AU,FOREIGN_NATIONAL,6,POST_TRIP,5411,Grocery/Retail,GPAY,PPIISSR01,POS,FUNDED,LOW,1036.0,INR,2026-05-04,2026-W19,1,False,TREAT,ACT_ONE_WORLD_ONBOARD,in_flow,0.0,0.3596,0.7607,success,46.09,success,16.7,success,3.62,success,0.54,success,10.56,success,4.54,not_reached,7.73,0,converted,,,,2.77,1036.0,0.2072,0.2072
IATT_2cbc16568a,ITRP_b4ca3a4f78,INUSR_ed4fe46f6d,IN,R3,I-1,FR,FOREIGN_NATIONAL,5,DEPARTURE,5812,Restaurants,PHONEPE,PPIISSR02,STATIC_QR,FUNDED,LOW,717.59,INR,2026-04-21,2026-W17,2,True,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.3213,0.233,drop_kyc_not_completed,32.05,not_reached,10.32,not_reached,3.51,not_reached,2.09,not_reached,6.38,not_reached,0.73,success,7.61,2849.62,dropped,H1_KYC_ONBOARD,user_abandon,KYC_NOT_COMPLETED,1.6,0.0,0.0,0.0
IATT_237ce4f586,ITRP_b4ca3a4f78,INUSR_f479bc32c0,IN,R3,I-1,US,FOREIGN_NATIONAL,6,IN_TRIP,4121,Transport/Taxi,PHONEPE,PPIISSR02,POS,UNLOADED,MID,3372.23,INR,2025-09-16,2025-W38,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.3633,0.4937,success,7.45,drop_wallet_not_loaded,6.13,not_reached,4.97,not_reached,2.01,not_reached,12.03,not_reached,4.49,not_reached,1.77,0,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,2.62,0.0,0.0,-0.02
IATT_f566d284c3,ITRP_b4ca3a4f78,INUSR_e18e44c695,IN,R3,I-2,BD,OCI,5,IN_TRIP,7011,Hotels,GPAY,PPIISSR01,DYNAMIC_QR,FUNDED,MID,8104.09,INR,2025-01-19,2025-W03,2,True,TREAT,ACT_LOAD_AHEAD,in_app,0.0,0.3693,0.4484,success,52.22,success,13.7,success,2.83,success,1.89,success,7.77,success,4.54,not_reached,0.37,0,converted,,,,2.91,8104.09,1.6208,1.6208
IATT_12b4221a07,ITRP_16b00c50e9,INUSR_587c809493,IN,R3,I-1,AE,FOREIGN_NATIONAL,12,DEPARTURE,7011,Hotels,GPAY,PPIISSR03,POS,UNLOADED,MID,6865.2,INR,2025-02-25,2025-W09,1,False,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.3411,0.2925,success,83.79,drop_wallet_not_loaded,11.82,not_reached,1.25,not_reached,1.82,not_reached,3.39,not_reached,0.92,drop_refund_not_initiated,0.37,2077.11,dropped,H2_WALLET_LOAD,user_abandon,WALLET_NOT_LOADED,3.71,0.0,0.0,-0.02
IATT_084e288c27,ITRP_16b00c50e9,INUSR_7d270ceacc,IN,R3,I-2,AE,FOREIGN_NATIONAL,3,POST_TRIP,7011,Hotels,PHONEPE,PPIISSR04,STATIC_QR,FUNDED,MID,5933.06,INR,2025-05-29,2025-W22,1,False,TREAT,ACT_LOAD_AHEAD,in_app,0.0,-0.016,0.6961,success,20.07,success,2.94,success,2.45,success,1.65,success,11.46,success,1.07,not_reached,5.1,0,converted,,,,2.2,5933.06,1.1866,1.1866
IATT_986c37e601,ITRP_16b00c50e9,INUSR_f9580a951f,IN,R3,I-2,LK,OCI,4,IN_TRIP,7011,Hotels,GPAY,PPIISSR04,STATIC_QR,FUNDED,MID,10819.22,INR,2025-06-06,2025-W23,1,False,TREAT,ACT_LOAD_AHEAD,in_app,0.0,0.0564,0.5073,drop_kyc_not_completed,69.8,not_reached,17.73,not_reached,3.04,not_reached,0.87,not_reached,10.0,not_reached,2.3,not_reached,4.41,0,dropped,H1_KYC_ONBOARD,user_abandon,KYC_NOT_COMPLETED,2.29,0.0,0.0,0.0
IATT_e4fcbba882,ITRP_16b00c50e9,INUSR_267efbda25,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,6,IN_TRIP,7011,Hotels,GPAY,PPIISSR01,DYNAMIC_QR,FUNDED,MID,13126.83,INR,2026-04-02,2026-W14,1,False,CONTROL,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.1444,0.5598,success,43.2,success,11.04,success,3.18,success,0.69,drop_merchant_abandon,7.64,not_reached,3.34,not_reached,7.12,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,2.46,0.0,0.0,-0.02
IATT_45020864b7,ITRP_7eb78a8379,INUSR_93b012b2a5,IN,R4,I-3,AU,NRI,16,PRE_TRIP,5947,Gift/Souvenir,GPAY,PPIISSR03,DYNAMIC_QR,FUNDED,LOW,805.25,INR,2026-01-18,2026-W03,1,False,CONTROL,ACT_REACTIVATION_INR,in_app,0.0,-0.0106,0.4317,success,15.03,success,3.17,drop_balance_insufficient,4.71,not_reached,1.45,not_reached,5.44,not_reached,4.27,not_reached,0.12,0,dropped,H3_BALANCE,business_decline,BALANCE_INSUFFICIENT,1.75,0.0,0.0,0.0
IATT_e243573475,ITRP_7eb78a8379,INUSR_1e45d04653,IN,R3,I-1,CA,FOREIGN_NATIONAL,6,IN_TRIP,5947,Gift/Souvenir,PHONEPE,PPIISSR04,DYNAMIC_QR,FUNDED,LOW,1605.28,INR,2026-05-15,2026-W20,1,False,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.2235,0.6151,success,88.66,success,6.19,success,1.8,success,2.09,success,5.85,success,2.08,not_reached,3.4,0,converted,,,,2.63,1605.28,0.3211,0.3011
IATT_774c37e510,ITRP_7eb78a8379,INUSR_476362b1eb,IN,R4,I-3,AE,NRI,11,IN_TRIP,7011,Hotels,BHIM,PPIISSR04,STATIC_QR,FUNDED,MID,12643.71,INR,2026-04-21,2026-W17,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.2469,0.5979,success,41.49,success,8.16,success,1.35,success,1.98,success,5.15,drop_tech_decline,1.09,not_reached,4.22,0,dropped,H6_TECH_AUTH,technical_fail,TECH_DECLINE,1.93,0.0,0.0,0.0
IATT_b85a22de83,ITRP_7eb78a8379,INUSR_1aa04060bc,IN,R3,I-2,BD,FOREIGN_NATIONAL,4,IN_TRIP,7011,Hotels,PHONEPE,PPIISSR04,DYNAMIC_QR,FUNDED,MID,13590.89,INR,2024-10-12,2024-W41,2,True,TREAT,ACT_LOAD_AHEAD,in_app,0.0,0.1858,0.6988,success,59.73,success,4.1,success,1.62,success,2.37,success,11.55,success,4.05,not_reached,6.6,0,converted,,,,2.04,13590.89,2.7182,2.7182
IATT_cef1f8a187,ITRP_6a321ecfd3,INUSR_3c08044e3e,IN,R5,I-4,OTHER,OCI,4,IN_TRIP,5411,Grocery/Retail,GPAY,PPIISSR05,STATIC_QR,FUNDED,MID,4082.01,INR,2025-05-28,2025-W22,1,False,TREAT,ACT_ONE_WORLD_ONBOARD,in_flow,0.0,0.1517,0.5945,success,25.1,success,4.71,success,3.5,success,1.8,success,8.07,success,2.42,not_reached,0.26,0,converted,,,,1.55,4082.01,0.8164,0.8164
IATT_66d3ab1ee4,ITRP_6a321ecfd3,INUSR_974b7a7e17,IN,R3,I-1,LK,OCI,7,DEPARTURE,4121,Transport/Taxi,PHONEPE,PPIISSR01,POS,UNLOADED,LOW,1019.91,INR,2025-06-23,2025-W26,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,-0.0254,0.6396,success,79.45,success,2.25,success,1.82,success,2.56,success,10.87,success,3.59,success,4.76,3075.38,converted,,,,1.96,1019.91,0.204,0.204
IATT_1a1728d93b,ITRP_6a321ecfd3,INUSR_cc26cd34f2,IN,R4,I-3,GB,NRI,20,IN_TRIP,5411,Grocery/Retail,BHIM,PPIISSR02,STATIC_QR,FUNDED,MID,4278.61,INR,2025-09-15,2025-W38,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.2849,0.4167,success,24.31,success,6.74,success,2.46,success,2.14,drop_merchant_abandon,10.6,not_reached,1.85,not_reached,6.08,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,1.71,0.0,0.0,0.0
IATT_6083f441c0,ITRP_6a321ecfd3,INUSR_8e7940a308,IN,R3,I-1,MY,FOREIGN_NATIONAL,6,IN_TRIP,5411,Grocery/Retail,BHIM,PPIISSR03,POS,FUNDED,LOW,992.34,INR,2025-07-28,2025-W31,1,False,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.1243,0.4138,drop_kyc_not_completed,12.79,not_reached,4.29,not_reached,1.78,not_reached,1.51,not_reached,11.61,not_reached,2.27,not_reached,1.08,0,dropped,H1_KYC_ONBOARD,user_abandon,KYC_NOT_COMPLETED,1.35,0.0,0.0,-0.02
IATT_e80d90629e,ITRP_5263f3f62f,INUSR_ef14933917,IN,R3,I-1,OTHER,FOREIGN_NATIONAL,35,PRE_TRIP,4121,Transport/Taxi,GPAY,PPIISSR02,DYNAMIC_QR,FUNDED,LOW,1002.51,INR,2026-07-09,2026-W28,1,False,CONTROL,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.0612,0.8239,success,48.16,success,2.62,success,0.92,success,2.9,drop_merchant_abandon,11.4,not_reached,3.19,not_reached,7.97,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,2.25,0.0,0.0,0.0
IATT_c290daf4d7,ITRP_5263f3f62f,INUSR_a03ff9bd8d,IN,R3,I-1,MY,FOREIGN_NATIONAL,7,IN_TRIP,5411,Grocery/Retail,PHONEPE,PPIISSR04,DYNAMIC_QR,FUNDED,LOW,615.47,INR,2025-02-26,2025-W09,1,False,TREAT,ACT_DEPARTURE_REFUND,push_kiosk,0.02,0.174,0.63,success,78.2,success,15.11,success,2.45,success,1.51,drop_merchant_abandon,3.21,not_reached,2.94,not_reached,5.12,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,3.76,0.0,0.0,-0.02
IATT_7b03b4b6e2,ITRP_5263f3f62f,INUSR_7d72b24322,IN,R4,I-3,AE,NRI,8,ARRIVAL_D0,5812,Restaurants,BHIM,PPIISSR02,POS,UNLOADED,LOW,1936.68,INR,2024-11-08,2024-W45,1,False,CONTROL,ACT_REACTIVATION_INR,in_app,0.0,-0.0486,0.7976,success,44.58,success,15.34,success,1.51,success,0.89,success,11.76,success,4.84,not_reached,7.34,0,converted,,,,2.79,1936.68,0.3873,0.3873
IATT_1ad7fa004f,ITRP_5263f3f62f,INUSR_bb4f40cba3,IN,R3,I-1,NP,FOREIGN_NATIONAL,13,IN_TRIP,5411,Grocery/Retail,BHIM,PPIISSR01,STATIC_QR,FUNDED,LOW,1488.34,INR,2025-02-01,2025-W05,1,False,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.3173,0.3044,success,6.76,success,9.43,success,3.96,success,1.52,drop_merchant_abandon,14.74,not_reached,0.74,not_reached,3.0,0,dropped,H5_MERCHANT,user_abandon,MERCHANT_ABANDON,2.08,0.0,0.0,-0.02
IATT_92b7a27475,ITRP_610a1d6d42,INUSR_54f797425e,IN,R3,I-1,US,FOREIGN_NATIONAL,3,DEPARTURE,5812,Restaurants,GPAY,PPIISSR03,DYNAMIC_QR,UNLOADED,LOW,1584.11,INR,2026-05-18,2026-W21,1,False,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.45,0.4791,success,30.3,success,9.32,success,2.88,success,1.17,success,8.5,success,1.69,success,6.89,1249.68,converted,,,,2.67,1584.11,0.3168,0.3168
IATT_ad1abac558,ITRP_610a1d6d42,INUSR_7d136a9490,IN,R4,I-3,FR,NRI,24,POST_TRIP,5812,Restaurants,BHIM,PPIISSR04,POS,FUNDED,LOW,1777.16,INR,2025-03-23,2025-W12,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.2104,0.354,success,16.62,success,15.55,success,0.9,success,0.7,success,5.91,success,1.98,not_reached,4.91,0,converted,,,,2.52,1777.16,0.3554,0.3554
IATT_dc12388678,ITRP_610a1d6d42,INUSR_a2ec6d6593,IN,R3,I-1,GB,OCI,15,IN_TRIP,7011,Hotels,BHIM,PPIISSR01,POS,FUNDED,MID,9824.77,INR,2025-03-14,2025-W11,2,True,TREAT,ACT_GUIDED_FIRST_LOAD,onboarding,0.0,0.1535,0.5604,success,53.76,success,7.47,success,2.39,success,0.74,success,11.02,success,3.87,not_reached,4.86,0,converted,,,,2.04,9824.77,1.965,1.965
IATT_313544245b,ITRP_610a1d6d42,INUSR_f59199cb39,IN,R4,I-3,US,NRI,25,IN_TRIP,5812,Restaurants,PHONEPE,PPIISSR01,DYNAMIC_QR,FUNDED,LOW,2030.47,INR,2026-01-04,2026-W01,1,False,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.2097,0.6215,success,24.87,success,19.41,success,1.36,success,1.75,success,7.36,success,2.15,not_reached,6.9,0,converted,,,,2.74,2030.47,0.4061,0.4061
IATT_20d1371537,ITRP_6825819359,INUSR_dd060b9b30,IN,R4,I-3,FR,NRI,8,IN_TRIP,7011,Hotels,BHIM,PPIISSR04,DYNAMIC_QR,FUNDED,MID,3017.46,INR,2025-02-09,2025-W06,3,True,TREAT,ACT_REACTIVATION_INR,in_app,0.0,0.0403,0.7222,success,45.27,success,9.26,success,4.06,success,0.69,success,11.46,success,4.16,not_reached,6.94,0,converted,,,,2.38,3017.46,0.6035,0.6035
IATT_a880d11e5a,ITRP_6825819359,INUSR_a0c91a074a,IN,R3,I-1,OTHER,OCI,11,IN_TRIP,5812,Restaurants,GPAY,PPIISSR05,STATIC_QR,FUNDED,LOW,1098.73,INR,2026-03-31,2026-W14,1,False,TREAT,ACT_TOPUP_PROMPT,app_push,0.02,0.1434,0.6143,success,38.2,success,15.28,success,2.19,success,1.73,success,4.9,success,2.63,not_reached,7.12,0,converted,,,,2.99,1098.73,0.2197,0.1997
