user_id,journey_type,corridor,partner_app,channel,device,date,amount_inr,onboarding_eligibility_status,onboarding_eligibility_duration_sec,beneficiary_merchant_discovery_status,beneficiary_merchant_discovery_duration_sec,quote_fx_acceptance_status,quote_fx_acceptance_duration_sec,authentication_status,authentication_duration_sec,payment_settlement_status,payment_settlement_duration_sec,final_outcome,drop_stage,drop_reason_category,drop_reason_detail,total_time_minutes,cohort_week,attempt_number,is_repeat,attempt_id
OUT-00219,outbound,India-Sri Lanka,Paytm,P2P-Linkage,Android,2026-06-15,100000.0,success,24.6,drop_business_decline,24.4,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,49.0,2026-W25,1,False,OUT-00219-A1
OUT-00220,outbound,India-UAE,PhonePe,P2M-QR,Android,2026-05-28,5000.0,success,12.9,success,16.6,success,40.2,success,11.3,success,20.8,converted,,,,101.8,2026-W22,1,False,OUT-00220-A1
OUT-00221,outbound,India-UAE,PhonePe,P2P-Linkage,Android,2026-05-24,100000.0,success,12.1,success,27.7,success,26.7,success,7.8,success,41.6,converted,,,,115.9,2026-W21,1,False,OUT-00221-A1
OUT-00222,outbound,India-UAE,PhonePe,P2M-QR,iOS,2026-05-30,10000.0,success,31.9,success,5.6,success,30.5,success,13.0,success,12.1,converted,,,,93.1,2026-W22,1,False,OUT-00222-A1
OUT-00223,outbound,India-Singapore,GPay,P2P-Linkage,Android,2026-07-09,10000.0,success,27.1,success,16.3,success,25.4,success,10.9,success,37.5,converted,,,,117.2,2026-W28,1,False,OUT-00223-A1
OUT-00224,outbound,India-France,Paytm,P2M-QR,Android,2026-05-27,2500.0,success,23.2,success,19.3,success,21.4,success,2.8,success,15.9,converted,,,,82.6,2026-W22,1,False,OUT-00224-A1
OUT-00225,outbound,India-UAE,BHIM,P2M-QR,Android,2026-07-06,5000.0,success,12.8,success,27.8,drop_technical_fail,11.7,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,52.3,2026-W28,1,False,OUT-00225-A1
OUT-00226,outbound,India-Bhutan,BHIM,P2M-QR,Android,2026-06-23,100000.0,success,14.1,success,52.5,drop_user_abandon,26.5,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,93.1,2026-W26,1,False,OUT-00226-A1
OUT-00227,outbound,India-Sri Lanka,GPay,P2M-QR,Android,2026-07-07,2500.0,success,29.8,success,16.2,success,7.7,success,35.3,success,34.2,converted,,,,123.2,2026-W28,1,False,OUT-00227-A1
OUT-00228,outbound,India-Mauritius,BHIM,P2P-Linkage,Android,2026-07-12,10000.0,success,4.0,drop_user_abandon,23.9,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",27.9,2026-W28,1,False,OUT-00228-A1
OUT-00229,outbound,India-Singapore,BHIM,P2P-Linkage,iOS,2026-07-03,50000.0,success,34.1,drop_business_decline,20.8,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,54.9,2026-W27,1,False,OUT-00229-A1
OUT-00230,outbound,India-Bhutan,Paytm,P2M-QR,Android,2026-06-09,50000.0,success,44.5,success,20.2,success,21.1,success,10.1,success,16.6,converted,,,,112.5,2026-W24,1,False,OUT-00230-A1
OUT-00231,outbound,India-UAE,Bank-Native App,P2M-QR,iOS,2026-06-12,2500.0,success,20.7,success,11.7,success,11.5,success,3.2,success,36.8,converted,,,,83.9,2026-W24,1,False,OUT-00231-A1
OUT-00232,outbound,India-France,Bank-Native App,P2P-Linkage,Android,2026-07-08,25000.0,drop_business_decline,7.3,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,business_decline,FEMA/residency eligibility check failed,7.3,2026-W28,1,False,OUT-00232-A1
OUT-00233,outbound,India-Mauritius,GPay,P2M-QR,Android,2026-07-26,10000.0,success,19.5,success,30.7,drop_technical_fail,23.5,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,73.7,2026-W30,1,False,OUT-00233-A1
OUT-00234,outbound,India-Singapore,GPay,P2M-QR,Android,2026-05-02,2500.0,success,18.6,success,32.8,success,15.4,success,15.7,success,8.0,converted,,,,90.5,2026-W18,1,False,OUT-00234-A1
OUT-00235,outbound,India-Bhutan,Bank-Native App,P2P-Linkage,Android,2026-05-10,2500.0,success,7.5,success,10.4,success,85.2,success,18.7,success,12.0,converted,,,,133.8,2026-W19,1,False,OUT-00235-A1
OUT-00236,outbound,India-Nepal,BHIM,P2M-QR,Android,2026-05-26,10000.0,success,11.9,success,3.1,success,20.9,success,22.1,success,28.6,converted,,,,86.6,2026-W22,1,False,OUT-00236-A1
OUT-00237,outbound,India-Nepal,GPay,P2M-QR,Android,2026-07-19,5000.0,drop_business_decline,6.0,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,business_decline,FEMA/residency eligibility check failed,6.0,2026-W29,1,False,OUT-00237-A1
OUT-00238,outbound,India-UAE,PhonePe,P2M-QR,Android,2026-05-13,2500.0,success,10.2,drop_user_abandon,13.3,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",23.5,2026-W20,1,False,OUT-00238-A1
OUT-00239,outbound,India-France,Paytm,P2P-Linkage,iOS,2026-07-19,100000.0,success,2.5,drop_user_abandon,19.2,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",21.7,2026-W29,1,False,OUT-00239-A1
OUT-00240,outbound,India-Bhutan,Paytm,P2M-QR,Android,2026-07-15,10000.0,success,15.0,success,24.4,success,13.7,success,5.3,success,41.4,converted,,,,99.8,2026-W29,1,False,OUT-00240-A1
OUT-00241,outbound,India-Mauritius,GPay,P2P-Linkage,Android,2026-06-12,5000.0,success,10.9,success,23.9,drop_technical_fail,8.5,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,43.3,2026-W24,1,False,OUT-00241-A1
OUT-00242,outbound,India-Nepal,Paytm,P2M-QR,iOS,2026-07-14,10000.0,success,12.4,success,21.4,success,82.9,success,15.3,success,11.3,converted,,,,143.3,2026-W29,1,False,OUT-00242-A1
OUT-00243,outbound,India-France,PhonePe,P2M-QR,iOS,2026-07-17,5000.0,drop_technical_fail,22.2,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,technical_fail,Bank not enabled for corridor,22.2,2026-W29,1,False,OUT-00243-A1
OUT-00244,outbound,India-UAE,GPay,P2M-QR,iOS,2026-05-12,2500.0,success,20.0,success,13.3,success,22.4,success,2.9,success,38.0,converted,,,,96.6,2026-W20,1,False,OUT-00244-A1
OUT-00245,outbound,India-Mauritius,Paytm,P2M-QR,Android,2026-05-19,5000.0,success,10.8,success,5.1,success,26.2,drop_business_decline,12.7,not_reached,,dropped,authentication,business_decline,Risk engine false-positive block,54.8,2026-W21,1,False,OUT-00245-A1
OUT-00246,outbound,India-France,GPay,P2M-QR,Android,2026-05-22,5000.0,success,5.2,success,49.1,success,4.8,success,7.7,success,20.1,converted,,,,86.9,2026-W21,1,False,OUT-00246-A1
OUT-00247,outbound,India-Nepal,GPay,P2M-QR,Android,2026-06-28,5000.0,success,3.4,success,7.7,drop_technical_fail,35.3,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,46.4,2026-W26,1,False,OUT-00247-A1
OUT-00248,outbound,India-Sri Lanka,Paytm,P2M-QR,iOS,2026-06-05,5000.0,success,10.4,success,33.0,success,39.9,success,9.7,success,14.2,converted,,,,107.2,2026-W23,1,False,OUT-00248-A1
OUT-00249,outbound,India-Nepal,PhonePe,P2M-QR,iOS,2026-05-24,50000.0,success,7.8,success,48.8,drop_user_abandon,13.8,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,70.4,2026-W21,1,False,OUT-00249-A1
OUT-00250,outbound,India-Mauritius,Paytm,P2M-QR,Android,2026-07-03,2500.0,success,15.9,drop_user_abandon,24.9,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",40.8,2026-W27,1,False,OUT-00250-A1
OUT-00251,outbound,India-Sri Lanka,Paytm,P2M-QR,Android,2026-06-07,5000.0,success,3.6,success,7.2,drop_business_decline,7.5,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,18.3,2026-W23,1,False,OUT-00251-A1
OUT-00252,outbound,India-Mauritius,PhonePe,P2M-QR,Android,2026-06-18,2500.0,success,11.0,success,24.2,success,65.5,drop_user_abandon,7.7,not_reached,,dropped,authentication,user_abandon,Abandoned at step-up authentication,108.4,2026-W25,1,False,OUT-00252-A1
OUT-00253,outbound,India-Nepal,BHIM,P2P-Linkage,Android,2026-05-28,25000.0,success,15.2,success,39.0,success,19.3,success,2.2,success,8.7,converted,,,,84.4,2026-W22,1,False,OUT-00253-A1
OUT-00254,outbound,India-Sri Lanka,Bank-Native App,P2M-QR,iOS,2026-06-25,10000.0,success,7.2,success,19.7,success,17.9,success,2.5,success,13.2,converted,,,,60.5,2026-W26,1,False,OUT-00254-A1
OUT-00255,outbound,India-Singapore,Paytm,P2M-QR,Android,2026-05-04,5000.0,success,8.5,success,36.6,success,15.4,success,5.8,success,20.4,converted,,,,86.7,2026-W19,1,False,OUT-00255-A1
OUT-00256,outbound,India-France,PhonePe,P2M-QR,Android,2026-07-04,5000.0,success,34.0,success,0.7,drop_technical_fail,10.9,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,45.6,2026-W27,1,False,OUT-00256-A1
OUT-00257,outbound,India-Nepal,Bank-Native App,P2M-QR,iOS,2026-05-17,2500.0,success,2.3,success,80.1,success,5.6,success,14.9,success,12.6,converted,,,,115.5,2026-W20,1,False,OUT-00257-A1
OUT-00258,outbound,India-Bhutan,GPay,P2M-QR,Android,2026-07-19,2500.0,success,0.7,success,20.5,success,9.7,success,6.0,success,8.2,converted,,,,45.1,2026-W29,1,False,OUT-00258-A1
OUT-00259,outbound,India-UAE,Paytm,P2M-QR,iOS,2026-05-24,2500.0,success,26.7,success,8.4,success,21.6,drop_business_decline,6.0,not_reached,,dropped,authentication,business_decline,Risk engine false-positive block,62.7,2026-W21,1,False,OUT-00259-A1
OUT-00260,outbound,India-France,Paytm,P2M-QR,Android,2026-06-13,50000.0,success,16.5,drop_user_abandon,2.9,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",19.4,2026-W24,1,False,OUT-00260-A1
OUT-00261,outbound,India-Nepal,Paytm,P2M-QR,iOS,2026-05-29,2500.0,success,6.4,success,26.1,success,23.3,drop_technical_fail,14.7,not_reached,,dropped,authentication,technical_fail,OTP/PIN step-up failure,70.5,2026-W22,1,False,OUT-00261-A1
OUT-00262,outbound,India-Bhutan,Bank-Native App,P2M-QR,iOS,2026-07-23,10000.0,success,27.6,success,10.5,success,22.5,success,5.1,success,3.8,converted,,,,69.5,2026-W30,1,False,OUT-00262-A1
OUT-00263,outbound,India-Sri Lanka,Paytm,P2P-Linkage,Android,2026-05-12,50000.0,success,49.4,success,30.3,success,8.0,success,1.1,success,1.7,converted,,,,90.5,2026-W20,1,False,OUT-00263-A1
OUT-00264,outbound,India-Singapore,Bank-Native App,P2M-QR,Android,2026-05-19,10000.0,success,10.1,success,29.9,drop_technical_fail,17.3,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,57.3,2026-W21,1,False,OUT-00264-A1
OUT-00265,outbound,India-Nepal,Bank-Native App,P2P-Linkage,iOS,2026-07-07,25000.0,success,83.7,success,27.2,drop_user_abandon,9.4,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,120.3,2026-W28,1,False,OUT-00265-A1
OUT-00266,outbound,India-Mauritius,GPay,P2P-Linkage,Android,2026-07-18,25000.0,success,15.6,success,31.7,success,6.0,success,5.2,success,17.6,converted,,,,76.1,2026-W29,1,False,OUT-00266-A1
OUT-00267,outbound,India-Nepal,BHIM,P2M-QR,Android,2026-05-17,2500.0,success,26.2,success,53.7,success,35.7,success,18.3,success,7.5,converted,,,,141.4,2026-W20,1,False,OUT-00267-A1
OUT-00268,outbound,India-Mauritius,GPay,P2M-QR,Android,2026-07-24,2500.0,success,17.8,success,16.5,success,42.3,drop_user_abandon,6.8,not_reached,,dropped,authentication,user_abandon,Abandoned at step-up authentication,83.4,2026-W30,1,False,OUT-00268-A1
OUT-00269,outbound,India-Bhutan,Paytm,P2M-QR,Android,2026-05-11,10000.0,success,2.8,success,21.2,drop_business_decline,9.5,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,33.5,2026-W20,1,False,OUT-00269-A1
OUT-00270,outbound,India-Nepal,GPay,P2M-QR,Android,2026-07-21,50000.0,success,13.3,success,25.7,success,17.2,success,12.0,success,23.3,converted,,,,91.5,2026-W30,1,False,OUT-00270-A1
OUT-00271,outbound,India-Sri Lanka,BHIM,P2M-QR,Android,2026-06-25,5000.0,success,14.6,success,41.0,drop_technical_fail,2.7,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,58.3,2026-W26,1,False,OUT-00271-A1
OUT-00272,outbound,India-Nepal,Bank-Native App,P2M-QR,Android,2026-07-14,5000.0,success,9.0,drop_business_decline,2.1,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,11.1,2026-W29,1,False,OUT-00272-A1
OUT-00273,outbound,India-France,BHIM,P2M-QR,Android,2026-06-14,25000.0,drop_technical_fail,18.0,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,technical_fail,Bank not enabled for corridor,18.0,2026-W24,1,False,OUT-00273-A1
OUT-00274,outbound,India-Nepal,PhonePe,P2M-QR,Android,2026-05-31,2500.0,success,24.1,success,68.1,success,12.3,drop_business_decline,19.5,not_reached,,dropped,authentication,business_decline,Risk engine false-positive block,124.0,2026-W22,1,False,OUT-00274-A1
OUT-00275,outbound,India-Singapore,GPay,P2M-QR,Android,2026-06-28,10000.0,success,41.3,drop_business_decline,4.5,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,45.8,2026-W26,1,False,OUT-00275-A1
OUT-00276,outbound,India-Bhutan,Paytm,P2P-Linkage,Android,2026-05-22,25000.0,success,22.3,success,31.0,success,19.1,success,4.4,success,15.8,converted,,,,92.6,2026-W21,1,False,OUT-00276-A1
OUT-00277,outbound,India-Bhutan,Paytm,P2M-QR,Android,2026-06-11,5000.0,success,12.5,success,24.0,success,42.7,success,5.2,success,34.4,converted,,,,118.8,2026-W24,1,False,OUT-00277-A1
OUT-00278,outbound,India-France,Bank-Native App,P2P-Linkage,iOS,2026-07-09,10000.0,success,7.4,success,22.8,drop_technical_fail,3.9,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,34.1,2026-W28,1,False,OUT-00278-A1
OUT-00279,outbound,India-UAE,GPay,P2P-Linkage,Android,2026-06-29,5000.0,success,9.4,success,8.5,drop_user_abandon,16.2,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,34.1,2026-W27,1,False,OUT-00279-A1
OUT-00280,outbound,India-Singapore,PhonePe,P2M-QR,Android,2026-05-07,10000.0,success,6.9,success,27.0,drop_business_decline,9.9,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,43.8,2026-W19,1,False,OUT-00280-A1
OUT-00281,outbound,India-Bhutan,GPay,P2M-QR,iOS,2026-05-15,2500.0,success,26.3,drop_user_abandon,15.5,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",41.8,2026-W20,1,False,OUT-00281-A1
OUT-00282,outbound,India-Bhutan,Bank-Native App,P2P-Linkage,Android,2026-05-18,5000.0,success,19.4,success,34.2,drop_technical_fail,16.1,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,69.7,2026-W21,1,False,OUT-00282-A1
OUT-00283,outbound,India-Sri Lanka,GPay,P2M-QR,Android,2026-07-19,25000.0,success,10.3,success,10.6,success,4.5,drop_business_decline,12.0,not_reached,,dropped,authentication,business_decline,Risk engine false-positive block,37.4,2026-W29,1,False,OUT-00283-A1
OUT-00284,outbound,India-France,Bank-Native App,P2M-QR,Android,2026-07-17,100000.0,drop_business_decline,22.7,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,business_decline,FEMA/residency eligibility check failed,22.7,2026-W29,1,False,OUT-00284-A1
OUT-00285,outbound,India-Nepal,Bank-Native App,P2M-QR,Android,2026-05-30,10000.0,success,14.3,drop_user_abandon,17.6,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",31.9,2026-W22,1,False,OUT-00285-A1
OUT-00286,outbound,India-UAE,Paytm,P2P-Linkage,Android,2026-06-26,2500.0,success,14.1,success,16.6,success,42.8,success,31.3,success,19.7,converted,,,,124.5,2026-W26,1,False,OUT-00286-A1
OUT-00287,outbound,India-France,PhonePe,P2P-Linkage,iOS,2026-05-18,5000.0,success,5.6,success,22.2,success,9.4,drop_technical_fail,31.1,not_reached,,dropped,authentication,technical_fail,OTP/PIN step-up failure,68.3,2026-W21,1,False,OUT-00287-A1
OUT-00288,outbound,India-Nepal,BHIM,P2M-QR,iOS,2026-07-24,50000.0,success,21.2,success,16.7,success,0.1,success,13.9,success,18.9,converted,,,,70.8,2026-W30,1,False,OUT-00288-A1
OUT-00289,outbound,India-France,BHIM,P2M-QR,Android,2026-07-17,2500.0,success,22.8,success,22.4,success,23.5,success,1.8,success,27.2,converted,,,,97.7,2026-W29,1,False,OUT-00289-A1
OUT-00290,outbound,India-Nepal,BHIM,P2M-QR,Android,2026-06-12,2500.0,success,10.0,success,65.9,success,16.0,success,11.5,success,5.3,converted,,,,108.7,2026-W24,1,False,OUT-00290-A1
OUT-00291,outbound,India-Bhutan,PhonePe,P2M-QR,Android,2026-05-24,5000.0,success,38.9,drop_technical_fail,99.2,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,technical_fail,Merchant QR/scheme not bridged to NIPL,138.1,2026-W21,1,False,OUT-00291-A1
OUT-00292,outbound,India-UAE,PhonePe,P2M-QR,Android,2026-05-12,2500.0,success,8.5,success,7.9,drop_technical_fail,7.6,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,24.0,2026-W20,1,False,OUT-00292-A1
OUT-00293,outbound,India-Nepal,GPay,P2M-QR,iOS,2026-06-02,10000.0,success,36.0,drop_user_abandon,19.7,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,user_abandon,"Incorrect PayNow ID / typo, gave up",55.7,2026-W23,1,False,OUT-00293-A1
OUT-00294,outbound,India-Mauritius,Bank-Native App,P2M-QR,Android,2026-06-15,10000.0,success,26.4,success,22.3,success,17.6,success,2.0,success,8.3,converted,,,,76.6,2026-W25,1,False,OUT-00294-A1
OUT-00295,outbound,India-Mauritius,Bank-Native App,P2M-QR,iOS,2026-07-25,5000.0,success,12.3,success,22.4,drop_business_decline,22.1,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,56.8,2026-W30,1,False,OUT-00295-A1
OUT-00296,outbound,India-Mauritius,GPay,P2M-QR,iOS,2026-06-20,5000.0,success,7.7,drop_business_decline,4.6,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,12.3,2026-W25,1,False,OUT-00296-A1
OUT-00297,outbound,India-Bhutan,BHIM,P2M-QR,Android,2026-05-17,10000.0,success,17.4,success,41.8,success,11.1,success,16.7,success,11.3,converted,,,,98.3,2026-W20,1,False,OUT-00297-A1
OUT-00298,outbound,India-Nepal,Bank-Native App,P2P-Linkage,iOS,2026-06-07,10000.0,success,8.2,success,15.0,success,0.4,success,7.5,success,11.6,converted,,,,42.7,2026-W23,1,False,OUT-00298-A1
OUT-00299,outbound,India-Sri Lanka,GPay,P2M-QR,Android,2026-07-07,2500.0,success,9.7,success,37.4,success,13.4,success,9.4,success,25.6,converted,,,,95.5,2026-W28,1,False,OUT-00299-A1
OUT-00300,outbound,India-Bhutan,BHIM,P2M-QR,Android,2026-05-27,10000.0,success,3.3,success,22.7,success,10.6,success,12.5,success,19.7,converted,,,,68.8,2026-W22,1,False,OUT-00300-A1
OUT-00301,outbound,India-UAE,Bank-Native App,P2M-QR,iOS,2026-07-15,100000.0,success,10.1,success,33.2,success,15.8,success,22.8,success,15.8,converted,,,,97.7,2026-W29,1,False,OUT-00301-A1
OUT-00302,outbound,India-France,Bank-Native App,P2P-Linkage,Android,2026-06-21,10000.0,success,12.4,success,25.9,drop_business_decline,11.5,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,49.8,2026-W25,1,False,OUT-00302-A1
OUT-00303,outbound,India-France,Paytm,P2M-QR,iOS,2026-05-15,5000.0,success,3.8,success,12.4,success,12.2,success,11.4,success,13.4,converted,,,,53.2,2026-W20,1,False,OUT-00303-A1
OUT-00304,outbound,India-France,Bank-Native App,P2M-QR,Android,2026-06-26,10000.0,success,7.7,success,47.2,drop_business_decline,8.2,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,63.1,2026-W26,1,False,OUT-00304-A1
OUT-00305,outbound,India-Nepal,Bank-Native App,P2M-QR,Android,2026-06-30,2500.0,success,5.4,success,19.3,success,26.2,success,7.7,success,2.4,converted,,,,61.0,2026-W27,1,False,OUT-00305-A1
OUT-00306,outbound,India-Bhutan,GPay,P2M-QR,iOS,2026-06-11,50000.0,success,2.7,success,29.0,success,7.5,success,10.8,success,4.1,converted,,,,54.1,2026-W24,1,False,OUT-00306-A1
OUT-00307,outbound,India-France,PhonePe,P2M-QR,Android,2026-07-29,10000.0,success,8.5,success,16.0,drop_user_abandon,19.8,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,44.3,2026-W31,1,False,OUT-00307-A1
OUT-00308,outbound,India-Bhutan,BHIM,P2M-QR,Android,2026-05-07,25000.0,success,6.3,success,46.4,drop_technical_fail,17.0,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,69.7,2026-W19,1,False,OUT-00308-A1
OUT-00309,outbound,India-France,Paytm,P2M-QR,Android,2026-07-05,2500.0,success,6.8,success,7.4,drop_user_abandon,2.8,not_reached,,not_reached,,dropped,quote_fx_acceptance,user_abandon,Rate/fee looked unclear or too high,17.0,2026-W27,1,False,OUT-00309-A1
OUT-00310,outbound,India-Mauritius,Paytm,P2M-QR,Android,2026-05-16,5000.0,success,3.4,drop_technical_fail,25.4,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,technical_fail,Merchant QR/scheme not bridged to NIPL,28.8,2026-W20,1,False,OUT-00310-A1
OUT-00311,outbound,India-Bhutan,PhonePe,P2M-QR,Android,2026-07-09,25000.0,success,7.6,success,32.9,success,10.8,success,8.8,success,19.5,converted,,,,79.6,2026-W28,1,False,OUT-00311-A1
OUT-00312,outbound,India-UAE,PhonePe,P2M-QR,Android,2026-05-27,10000.0,drop_user_abandon,28.6,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,user_abandon,Did not discover international toggle,28.6,2026-W22,1,False,OUT-00312-A1
OUT-00313,outbound,India-Singapore,GPay,P2M-QR,Android,2026-06-01,10000.0,success,16.1,success,22.0,drop_technical_fail,12.7,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,50.8,2026-W23,1,False,OUT-00313-A1
OUT-00314,outbound,India-Bhutan,Bank-Native App,P2M-QR,iOS,2026-05-31,10000.0,success,14.9,success,10.9,success,2.9,success,13.6,success,10.0,converted,,,,52.3,2026-W22,1,False,OUT-00314-A1
OUT-00315,outbound,India-France,Paytm,P2P-Linkage,iOS,2026-05-08,50000.0,success,10.1,success,9.1,success,9.2,success,2.0,drop_technical_fail,7.4,dropped,payment_settlement,technical_fail,Settlement timeout with local PSP,37.8,2026-W19,1,False,OUT-00315-A1
OUT-00316,outbound,India-Mauritius,GPay,P2M-QR,Android,2026-06-02,10000.0,success,9.5,drop_business_decline,6.6,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,16.1,2026-W23,1,False,OUT-00316-A1
OUT-00317,outbound,India-Nepal,PhonePe,P2P-Linkage,Android,2026-05-30,50000.0,success,12.1,success,2.7,success,38.6,success,2.4,success,15.1,converted,,,,70.9,2026-W22,1,False,OUT-00317-A1
OUT-00318,outbound,India-Bhutan,Paytm,P2M-QR,Android,2026-06-28,25000.0,success,5.4,success,40.3,success,35.2,success,9.9,success,15.9,converted,,,,106.7,2026-W26,1,False,OUT-00318-A1
OUT-00319,outbound,India-Singapore,Paytm,P2M-QR,iOS,2026-05-30,10000.0,success,1.2,success,45.5,drop_technical_fail,55.6,not_reached,,not_reached,,dropped,quote_fx_acceptance,technical_fail,Quote latency / rate refresh timeout,102.3,2026-W22,1,False,OUT-00319-A1
OUT-00320,outbound,India-Singapore,PhonePe,P2P-Linkage,Android,2026-07-29,2500.0,success,5.5,success,16.8,success,7.0,success,35.4,success,4.2,converted,,,,68.9,2026-W31,1,False,OUT-00320-A1
OUT-00321,outbound,India-Singapore,Paytm,P2M-QR,Android,2026-05-04,2500.0,success,5.3,success,40.9,success,8.2,success,8.1,success,12.4,converted,,,,74.9,2026-W19,1,False,OUT-00321-A1
OUT-00322,outbound,India-Bhutan,GPay,P2M-QR,Android,2026-06-27,2500.0,success,21.3,success,15.3,success,44.0,success,12.2,success,15.1,converted,,,,107.9,2026-W26,1,False,OUT-00322-A1
OUT-00323,outbound,India-Nepal,Bank-Native App,P2M-QR,Android,2026-06-24,2500.0,success,8.2,drop_business_decline,0.3,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,8.5,2026-W26,1,False,OUT-00323-A1
OUT-00324,outbound,India-France,Bank-Native App,P2P-Linkage,Android,2026-07-18,100000.0,drop_user_abandon,3.9,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding_eligibility,user_abandon,Did not discover international toggle,3.9,2026-W29,1,False,OUT-00324-A1
OUT-00325,outbound,India-France,Bank-Native App,P2M-QR,iOS,2026-07-08,2500.0,success,19.1,drop_business_decline,19.2,not_reached,,not_reached,,not_reached,,dropped,beneficiary_merchant_discovery,business_decline,Corridor not live for this merchant category,38.3,2026-W28,1,False,OUT-00325-A1
OUT-00326,outbound,India-UAE,GPay,P2M-QR,Android,2026-07-10,10000.0,success,26.8,success,18.6,drop_business_decline,59.9,not_reached,,not_reached,,dropped,quote_fx_acceptance,business_decline,Amount exceeds corridor limit,105.3,2026-W28,1,False,OUT-00326-A1
OUT-00327,outbound,India-UAE,Paytm,P2M-QR,iOS,2026-06-19,5000.0,success,12.7,success,7.5,success,16.6,success,10.8,success,22.6,converted,,,,70.2,2026-W25,1,False,OUT-00327-A1
