user_id,journey_type,source_country,onboarding_channel,traveller_type,device,date,trip_days,onboarding_status,onboarding_duration_sec,kyc_verification_status,kyc_verification_duration_sec,wallet_funding_status,wallet_funding_duration_sec,payment_p2m_status,payment_p2m_duration_sec,authentication_status,authentication_duration_sec,exit_refund_status,exit_refund_duration_sec,final_outcome,drop_stage,drop_reason_category,drop_reason_detail,total_time_minutes,cohort_week,attempt_number,is_repeat,attempt_id
IN-00214,inbound,Mauritius,Airport Kiosk,NRI,Android,2026-07-06,3,success,25.8,drop_business_decline,35.3,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,61.1,2026-W28,1,False,IN-00214-A1
IN-00215,inbound,Bhutan,Airport Kiosk,Tourist,Android,2026-07-24,14,success,27.0,success,28.8,success,46.7,success,3.4,success,5.5,success,80.1,converted,,,,191.5,2026-W30,1,False,IN-00215-A1
IN-00216,inbound,UAE,Authorized Issuer App,Tourist,iOS,2026-07-05,3,drop_business_decline,22.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,22.5,2026-W27,1,False,IN-00216-A1
IN-00217,inbound,Australia,Authorized Issuer App,Tourist,Android,2026-07-13,5,success,10.4,success,7.4,success,24.4,success,6.9,success,5.9,success,35.3,converted,,,,90.3,2026-W29,1,False,IN-00217-A1
IN-00218,inbound,Sri Lanka,Airport Kiosk,Tourist,Android,2026-07-01,5,drop_business_decline,11.8,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,11.8,2026-W27,1,False,IN-00218-A1
IN-00219,inbound,UK,Airport Kiosk,Tourist,Android,2026-07-17,3,drop_user_abandon,25.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,25.5,2026-W29,1,False,IN-00219-A1
IN-00220,inbound,Sri Lanka,Airport Kiosk,Student,iOS,2026-07-17,7,success,65.9,success,57.9,success,42.8,success,7.6,drop_user_abandon,12.6,not_reached,,dropped,authentication,user_abandon,PIN format mismatch with home-market expectations,186.8,2026-W29,1,False,IN-00220-A1
IN-00221,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-06-21,5,success,6.5,success,71.6,success,18.4,success,11.4,success,56.6,success,40.5,converted,,,,205.0,2026-W25,1,False,IN-00221-A1
IN-00222,inbound,UAE,Hotel Partner Onboarding,Student,iOS,2026-07-23,7,success,68.3,success,143.1,success,35.0,success,5.9,success,25.7,success,68.3,converted,,,,346.3,2026-W30,1,False,IN-00222-A1
IN-00223,inbound,Australia,Authorized Issuer App,Tourist,Android,2026-05-04,5,success,29.6,success,89.6,drop_user_abandon,9.8,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,user_abandon,Minimum load amount too high to trial,129.0,2026-W19,1,False,IN-00223-A1
IN-00224,inbound,Sri Lanka,Airport Kiosk,Business Traveller,iOS,2026-07-23,10,success,46.2,drop_technical_fail,15.7,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,61.9,2026-W30,1,False,IN-00224-A1
IN-00225,inbound,Mauritius,Airport Kiosk,NRI,Android,2026-05-30,5,success,19.5,success,44.5,success,23.5,success,1.8,success,7.5,success,23.9,converted,,,,120.7,2026-W22,1,False,IN-00225-A1
IN-00226,inbound,Sri Lanka,Authorized Issuer App,NRI,Android,2026-05-27,7,success,13.0,success,8.6,success,34.7,drop_technical_fail,1.7,not_reached,,not_reached,,dropped,payment_p2m,technical_fail,"Merchant unfamiliar with foreign-linked UPI, hesitated/declined",58.0,2026-W22,1,False,IN-00226-A1
IN-00227,inbound,Bhutan,Hotel Partner Onboarding,NRI,Android,2026-07-13,10,success,11.1,drop_business_decline,27.4,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,38.5,2026-W29,1,False,IN-00227-A1
IN-00228,inbound,Mauritius,Airport Kiosk,Tourist,iOS,2026-05-14,7,drop_business_decline,5.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,5.9,2026-W20,1,False,IN-00228-A1
IN-00229,inbound,USA,Hotel Partner Onboarding,Tourist,Android,2026-07-07,5,success,32.0,success,31.0,success,8.6,success,5.0,success,22.5,drop_business_decline,28.9,dropped,exit_refund,business_decline,FEMA refund rule required manual review,128.0,2026-W28,1,False,IN-00229-A1
IN-00230,inbound,France,Authorized Issuer App,Tourist,iOS,2026-05-05,7,success,8.7,success,8.4,success,32.7,success,31.9,success,2.2,success,13.2,converted,,,,97.1,2026-W19,1,False,IN-00230-A1
IN-00231,inbound,Bhutan,Authorized Issuer App,Student,iOS,2026-06-12,10,success,34.9,success,7.5,success,1.2,success,6.5,success,1.5,success,8.0,converted,,,,59.6,2026-W24,1,False,IN-00231-A1
IN-00232,inbound,USA,Hotel Partner Onboarding,Tourist,Android,2026-05-28,7,success,26.2,drop_business_decline,72.8,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,99.0,2026-W22,1,False,IN-00232-A1
IN-00233,inbound,Nepal,Authorized Issuer App,Tourist,iOS,2026-06-21,3,drop_user_abandon,57.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,57.0,2026-W25,1,False,IN-00233-A1
IN-00234,inbound,Bhutan,Authorized Issuer App,NRI,iOS,2026-07-09,3,drop_user_abandon,5.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,5.0,2026-W28,1,False,IN-00234-A1
IN-00235,inbound,Nepal,Airport Kiosk,Business Traveller,iOS,2026-06-14,10,success,22.7,success,58.3,success,13.6,success,3.5,success,20.2,success,5.8,converted,,,,124.1,2026-W24,1,False,IN-00235-A1
IN-00236,inbound,Australia,Hotel Partner Onboarding,Tourist,Android,2026-06-23,5,success,12.6,success,58.5,success,0.5,success,6.2,success,19.3,success,17.6,converted,,,,114.7,2026-W26,1,False,IN-00236-A1
IN-00237,inbound,Australia,Authorized Issuer App,Business Traveller,iOS,2026-05-30,10,success,3.8,success,103.1,success,12.7,success,4.8,success,18.6,success,5.7,converted,,,,148.7,2026-W22,1,False,IN-00237-A1
IN-00238,inbound,Bhutan,Authorized Issuer App,Tourist,Android,2026-05-10,3,success,27.0,success,15.0,success,14.1,success,3.6,success,16.0,success,9.7,converted,,,,85.4,2026-W19,1,False,IN-00238-A1
IN-00239,inbound,Singapore,Authorized Issuer App,NRI,Android,2026-05-29,5,success,8.7,success,11.1,drop_technical_fail,4.8,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,technical_fail,International card declined by issuer (cross-border block),24.6,2026-W22,1,False,IN-00239-A1
IN-00240,inbound,France,Authorized Issuer App,NRI,Android,2026-06-03,5,success,36.1,success,8.9,success,8.3,success,9.3,success,4.6,success,42.1,converted,,,,109.3,2026-W23,1,False,IN-00240-A1
IN-00241,inbound,Nepal,Authorized Issuer App,Business Traveller,Android,2026-06-20,7,success,19.2,success,6.2,drop_business_decline,17.8,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,business_decline,Funding source not permitted under PPI norms,43.2,2026-W25,1,False,IN-00241-A1
IN-00242,inbound,Australia,Authorized Issuer App,Business Traveller,iOS,2026-06-06,10,drop_user_abandon,12.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,12.0,2026-W23,1,False,IN-00242-A1
IN-00243,inbound,Nepal,Authorized Issuer App,Tourist,iOS,2026-05-17,5,success,11.5,success,54.7,success,11.9,success,19.3,success,17.4,success,2.0,converted,,,,116.8,2026-W20,1,False,IN-00243-A1
IN-00244,inbound,Singapore,Airport Kiosk,Tourist,iOS,2026-07-16,5,drop_business_decline,15.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,15.5,2026-W29,1,False,IN-00244-A1
IN-00245,inbound,UAE,Authorized Issuer App,NRI,Android,2026-05-09,3,success,63.6,success,10.7,success,3.6,success,10.6,success,1.0,success,20.5,converted,,,,110.0,2026-W19,1,False,IN-00245-A1
IN-00246,inbound,France,Authorized Issuer App,Student,Android,2026-05-27,5,success,27.4,success,12.5,success,23.1,success,10.8,success,18.2,success,19.8,converted,,,,111.8,2026-W22,1,False,IN-00246-A1
IN-00247,inbound,France,Authorized Issuer App,Tourist,Android,2026-06-23,5,success,35.6,success,44.1,success,29.1,success,10.5,success,11.5,success,13.8,converted,,,,144.6,2026-W26,1,False,IN-00247-A1
IN-00248,inbound,Singapore,Authorized Issuer App,NRI,iOS,2026-05-17,5,drop_user_abandon,52.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,52.4,2026-W20,1,False,IN-00248-A1
IN-00249,inbound,UK,Airport Kiosk,Tourist,iOS,2026-07-19,10,drop_technical_fail,38.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,38.0,2026-W29,1,False,IN-00249-A1
IN-00250,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-06-24,21,success,56.7,success,49.3,success,28.0,success,6.5,success,2.9,success,21.5,converted,,,,164.9,2026-W26,1,False,IN-00250-A1
IN-00251,inbound,Australia,Authorized Issuer App,Tourist,Android,2026-05-19,14,success,37.7,success,39.1,success,23.2,success,6.6,success,7.1,success,13.4,converted,,,,127.1,2026-W21,1,False,IN-00251-A1
IN-00252,inbound,Singapore,Airport Kiosk,Tourist,Android,2026-05-22,7,drop_business_decline,42.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,42.4,2026-W21,1,False,IN-00252-A1
IN-00253,inbound,UK,Authorized Issuer App,Tourist,iOS,2026-07-15,5,success,7.6,success,36.0,success,9.4,success,5.5,success,16.0,success,97.1,converted,,,,171.6,2026-W29,1,False,IN-00253-A1
IN-00254,inbound,Singapore,Authorized Issuer App,Tourist,Android,2026-05-12,7,drop_user_abandon,17.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,17.5,2026-W20,1,False,IN-00254-A1
IN-00255,inbound,UK,Airport Kiosk,Tourist,iOS,2026-05-31,3,success,9.7,success,11.5,success,12.5,success,18.3,success,1.4,success,41.0,converted,,,,94.4,2026-W22,1,False,IN-00255-A1
IN-00256,inbound,Nepal,Authorized Issuer App,NRI,iOS,2026-06-09,10,success,6.4,success,48.7,success,8.7,success,9.7,success,3.9,success,108.1,converted,,,,185.5,2026-W24,1,False,IN-00256-A1
IN-00257,inbound,UK,Authorized Issuer App,Tourist,Android,2026-05-17,7,success,44.3,success,29.9,success,18.6,success,9.7,success,10.5,success,18.7,converted,,,,131.7,2026-W20,1,False,IN-00257-A1
IN-00258,inbound,Singapore,Authorized Issuer App,Tourist,iOS,2026-05-30,5,success,13.3,success,33.2,success,10.1,success,13.6,success,4.8,success,22.3,converted,,,,97.3,2026-W22,1,False,IN-00258-A1
IN-00259,inbound,Nepal,Authorized Issuer App,Tourist,iOS,2026-07-17,3,success,83.3,success,10.8,drop_user_abandon,6.9,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,user_abandon,Minimum load amount too high to trial,101.0,2026-W29,1,False,IN-00259-A1
IN-00260,inbound,USA,Hotel Partner Onboarding,Business Traveller,Android,2026-06-30,3,drop_business_decline,15.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,15.2,2026-W27,1,False,IN-00260-A1
IN-00261,inbound,France,Hotel Partner Onboarding,Student,iOS,2026-05-05,5,success,69.4,success,43.2,drop_business_decline,3.6,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,business_decline,Funding source not permitted under PPI norms,116.2,2026-W19,1,False,IN-00261-A1
IN-00262,inbound,Nepal,Airport Kiosk,NRI,iOS,2026-05-13,5,drop_user_abandon,23.3,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,23.3,2026-W20,1,False,IN-00262-A1
IN-00263,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-07-05,14,success,10.3,success,29.9,success,15.5,success,5.0,success,3.5,success,31.3,converted,,,,95.5,2026-W27,1,False,IN-00263-A1
IN-00264,inbound,UAE,Authorized Issuer App,Business Traveller,Android,2026-07-06,7,success,4.3,success,15.6,success,12.9,drop_technical_fail,14.4,not_reached,,not_reached,,dropped,payment_p2m,technical_fail,"Merchant unfamiliar with foreign-linked UPI, hesitated/declined",47.2,2026-W28,1,False,IN-00264-A1
IN-00265,inbound,Singapore,Authorized Issuer App,Student,iOS,2026-05-20,10,drop_user_abandon,30.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,30.1,2026-W21,1,False,IN-00265-A1
IN-00266,inbound,Bhutan,Airport Kiosk,NRI,Android,2026-05-14,5,success,31.8,success,31.6,drop_business_decline,5.7,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,business_decline,Funding source not permitted under PPI norms,69.1,2026-W20,1,False,IN-00266-A1
IN-00267,inbound,France,Authorized Issuer App,NRI,iOS,2026-07-28,10,success,16.5,success,47.1,success,15.4,success,1.7,success,7.9,success,78.0,converted,,,,166.6,2026-W31,1,False,IN-00267-A1
IN-00268,inbound,Sri Lanka,Authorized Issuer App,Tourist,iOS,2026-05-03,5,success,14.0,success,18.6,success,18.2,success,1.5,success,18.6,success,61.0,converted,,,,131.9,2026-W18,1,False,IN-00268-A1
IN-00269,inbound,Nepal,Airport Kiosk,Business Traveller,iOS,2026-06-10,10,success,46.0,success,8.5,success,14.2,success,31.4,drop_technical_fail,11.9,not_reached,,dropped,authentication,technical_fail,PIN reset failed - no Indian mobile number for OTP,112.0,2026-W24,1,False,IN-00269-A1
IN-00270,inbound,Singapore,Hotel Partner Onboarding,Tourist,iOS,2026-06-16,21,success,11.9,success,35.2,success,35.1,success,10.6,success,7.6,success,24.4,converted,,,,124.8,2026-W25,1,False,IN-00270-A1
IN-00271,inbound,Bhutan,Airport Kiosk,Tourist,Android,2026-06-04,5,drop_user_abandon,23.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,23.4,2026-W23,1,False,IN-00271-A1
IN-00272,inbound,Bhutan,Authorized Issuer App,Student,Android,2026-05-15,7,success,22.4,success,14.0,success,10.4,success,1.4,success,11.6,success,43.9,converted,,,,103.7,2026-W20,1,False,IN-00272-A1
IN-00273,inbound,Sri Lanka,Airport Kiosk,Tourist,iOS,2026-06-28,7,drop_technical_fail,38.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,38.2,2026-W26,1,False,IN-00273-A1
IN-00274,inbound,UK,Hotel Partner Onboarding,NRI,Android,2026-07-22,21,drop_user_abandon,17.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,17.1,2026-W30,1,False,IN-00274-A1
IN-00275,inbound,Nepal,Hotel Partner Onboarding,Business Traveller,iOS,2026-05-30,10,success,39.8,success,37.6,success,22.8,success,4.1,success,1.6,success,81.0,converted,,,,186.9,2026-W22,1,False,IN-00275-A1
IN-00276,inbound,Nepal,Authorized Issuer App,Tourist,Android,2026-05-05,14,success,19.6,success,58.2,success,20.6,success,3.6,success,10.5,success,34.4,converted,,,,146.9,2026-W19,1,False,IN-00276-A1
IN-00277,inbound,Singapore,Airport Kiosk,NRI,iOS,2026-06-19,7,drop_user_abandon,21.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,21.1,2026-W25,1,False,IN-00277-A1
IN-00278,inbound,Australia,Airport Kiosk,Tourist,Android,2026-05-04,7,drop_user_abandon,9.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,9.0,2026-W19,1,False,IN-00278-A1
IN-00279,inbound,UK,Airport Kiosk,Business Traveller,iOS,2026-06-27,14,success,37.0,success,62.4,success,27.0,success,7.1,success,12.1,success,38.0,converted,,,,183.6,2026-W26,1,False,IN-00279-A1
IN-00280,inbound,UK,Authorized Issuer App,Tourist,iOS,2026-06-01,5,success,3.6,success,156.4,success,20.5,success,15.9,success,8.1,success,67.0,converted,,,,271.5,2026-W23,1,False,IN-00280-A1
IN-00281,inbound,Sri Lanka,Authorized Issuer App,NRI,Android,2026-06-28,14,success,13.9,success,46.5,success,42.2,success,23.8,success,7.1,success,24.9,converted,,,,158.4,2026-W26,1,False,IN-00281-A1
IN-00282,inbound,France,Airport Kiosk,Tourist,iOS,2026-05-28,5,drop_business_decline,17.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,17.0,2026-W22,1,False,IN-00282-A1
IN-00283,inbound,Australia,Authorized Issuer App,Tourist,Android,2026-05-30,7,drop_technical_fail,24.3,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,24.3,2026-W22,1,False,IN-00283-A1
IN-00284,inbound,Nepal,Authorized Issuer App,Tourist,Android,2026-05-18,5,success,32.8,success,46.4,success,8.6,success,13.9,success,11.8,drop_user_abandon,24.1,dropped,exit_refund,user_abandon,Did not complete self-service wallet closure,137.6,2026-W21,1,False,IN-00284-A1
IN-00285,inbound,Australia,Hotel Partner Onboarding,Tourist,iOS,2026-07-26,5,success,29.3,success,16.8,success,14.1,success,9.1,success,2.6,success,2.1,converted,,,,74.0,2026-W30,1,False,IN-00285-A1
IN-00286,inbound,Mauritius,Authorized Issuer App,Business Traveller,iOS,2026-06-19,7,success,58.6,success,11.9,success,18.5,success,3.0,success,11.9,success,55.7,converted,,,,159.6,2026-W25,1,False,IN-00286-A1
IN-00287,inbound,Mauritius,Airport Kiosk,Business Traveller,iOS,2026-05-12,5,success,60.4,success,7.9,success,44.5,success,3.3,success,23.9,success,52.9,converted,,,,192.9,2026-W20,1,False,IN-00287-A1
IN-00288,inbound,Mauritius,Airport Kiosk,Tourist,iOS,2026-06-28,5,success,25.9,drop_technical_fail,26.6,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,52.5,2026-W26,1,False,IN-00288-A1
IN-00289,inbound,France,Authorized Issuer App,Tourist,Android,2026-07-22,3,success,27.4,success,23.0,success,6.4,success,9.2,success,1.0,success,13.1,converted,,,,80.1,2026-W30,1,False,IN-00289-A1
IN-00290,inbound,Bhutan,Authorized Issuer App,NRI,iOS,2026-07-02,10,success,44.2,success,49.2,success,16.6,success,19.1,success,5.9,success,13.9,converted,,,,148.9,2026-W27,1,False,IN-00290-A1
IN-00291,inbound,USA,Authorized Issuer App,Tourist,iOS,2026-06-10,5,success,18.5,success,34.0,drop_business_decline,21.4,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,business_decline,Funding source not permitted under PPI norms,73.9,2026-W24,1,False,IN-00291-A1
IN-00292,inbound,UK,Authorized Issuer App,Tourist,Android,2026-05-28,5,drop_technical_fail,58.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,58.6,2026-W22,1,False,IN-00292-A1
IN-00293,inbound,Singapore,Authorized Issuer App,Tourist,iOS,2026-07-28,10,drop_technical_fail,26.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,26.1,2026-W31,1,False,IN-00293-A1
IN-00294,inbound,Bhutan,Authorized Issuer App,Tourist,iOS,2026-06-24,5,success,14.3,success,33.0,success,9.0,success,10.9,success,7.0,success,89.1,converted,,,,163.3,2026-W26,1,False,IN-00294-A1
IN-00295,inbound,Mauritius,Authorized Issuer App,Tourist,iOS,2026-06-08,14,drop_business_decline,14.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,14.1,2026-W24,1,False,IN-00295-A1
IN-00296,inbound,Bhutan,Authorized Issuer App,Student,Android,2026-05-19,10,success,25.2,success,16.3,success,20.1,success,10.5,success,17.2,success,25.9,converted,,,,115.2,2026-W21,1,False,IN-00296-A1
IN-00297,inbound,Mauritius,Authorized Issuer App,Tourist,iOS,2026-07-10,7,success,47.0,success,23.2,success,13.4,success,5.7,success,13.3,success,34.5,converted,,,,137.1,2026-W28,1,False,IN-00297-A1
IN-00298,inbound,Australia,Airport Kiosk,NRI,Android,2026-05-01,5,drop_technical_fail,9.3,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,9.3,2026-W18,1,False,IN-00298-A1
IN-00299,inbound,USA,Airport Kiosk,NRI,iOS,2026-07-25,5,success,48.2,success,27.7,drop_business_decline,18.9,not_reached,,not_reached,,not_reached,,dropped,wallet_funding,business_decline,Funding source not permitted under PPI norms,94.8,2026-W30,1,False,IN-00299-A1
IN-00300,inbound,UK,Airport Kiosk,Tourist,iOS,2026-07-14,7,drop_user_abandon,41.5,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,41.5,2026-W29,1,False,IN-00300-A1
IN-00301,inbound,Australia,Airport Kiosk,Tourist,iOS,2026-05-13,5,success,26.8,success,6.5,success,15.4,success,4.6,success,5.5,success,10.7,converted,,,,69.5,2026-W20,1,False,IN-00301-A1
IN-00302,inbound,France,Airport Kiosk,Tourist,iOS,2026-05-15,5,drop_business_decline,26.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,26.9,2026-W20,1,False,IN-00302-A1
IN-00303,inbound,USA,Authorized Issuer App,NRI,Android,2026-06-23,5,success,21.7,success,50.6,success,10.4,success,2.1,drop_user_abandon,16.3,not_reached,,dropped,authentication,user_abandon,PIN format mismatch with home-market expectations,101.1,2026-W26,1,False,IN-00303-A1
IN-00304,inbound,France,Authorized Issuer App,Business Traveller,Android,2026-05-31,5,success,12.3,drop_technical_fail,14.6,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,technical_fail,Passport OCR failed to parse non-standard format,26.9,2026-W22,1,False,IN-00304-A1
IN-00305,inbound,UK,Hotel Partner Onboarding,Tourist,iOS,2026-06-20,14,drop_user_abandon,121.3,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,121.3,2026-W25,1,False,IN-00305-A1
IN-00306,inbound,Nepal,Authorized Issuer App,Business Traveller,iOS,2026-06-04,7,drop_user_abandon,56.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,56.6,2026-W23,1,False,IN-00306-A1
IN-00307,inbound,Singapore,Airport Kiosk,NRI,Android,2026-06-20,5,drop_technical_fail,16.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,16.4,2026-W25,1,False,IN-00307-A1
IN-00308,inbound,Bhutan,Airport Kiosk,Tourist,Android,2026-05-05,10,success,7.7,success,124.3,success,20.3,success,5.8,success,9.8,success,63.1,converted,,,,231.0,2026-W19,1,False,IN-00308-A1
IN-00309,inbound,USA,Hotel Partner Onboarding,NRI,Android,2026-06-27,3,drop_user_abandon,75.1,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,75.1,2026-W26,1,False,IN-00309-A1
IN-00310,inbound,Australia,Hotel Partner Onboarding,Tourist,iOS,2026-05-08,3,success,41.6,drop_user_abandon,12.1,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,53.7,2026-W19,1,False,IN-00310-A1
IN-00311,inbound,Australia,Airport Kiosk,Tourist,Android,2026-06-17,7,drop_business_decline,51.6,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,51.6,2026-W25,1,False,IN-00311-A1
IN-00312,inbound,Singapore,Authorized Issuer App,Tourist,Android,2026-07-06,3,success,36.1,drop_user_abandon,61.0,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,97.1,2026-W28,1,False,IN-00312-A1
IN-00313,inbound,USA,Authorized Issuer App,Tourist,iOS,2026-07-29,5,success,15.6,drop_business_decline,49.0,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,64.6,2026-W31,1,False,IN-00313-A1
IN-00314,inbound,Bhutan,Hotel Partner Onboarding,Tourist,Android,2026-07-26,7,success,14.3,success,70.2,success,13.1,success,10.1,success,13.6,success,24.5,converted,,,,145.8,2026-W30,1,False,IN-00314-A1
IN-00315,inbound,Australia,Authorized Issuer App,Tourist,iOS,2026-05-19,10,success,56.3,success,123.8,success,12.9,success,3.1,success,8.7,success,162.1,converted,,,,366.9,2026-W21,1,False,IN-00315-A1
IN-00316,inbound,Singapore,Authorized Issuer App,Business Traveller,iOS,2026-07-10,14,drop_user_abandon,6.9,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,user_abandon,Did not discover product before/during trip,6.9,2026-W28,1,False,IN-00316-A1
IN-00317,inbound,Nepal,Authorized Issuer App,Tourist,Android,2026-05-02,14,success,46.4,drop_business_decline,18.4,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,business_decline,Visa-type not supported / manual review reject,64.8,2026-W18,1,False,IN-00317-A1
IN-00318,inbound,Nepal,Hotel Partner Onboarding,Tourist,Android,2026-07-04,3,drop_business_decline,37.3,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,business_decline,Source country not in eligible pilot list,37.3,2026-W27,1,False,IN-00318-A1
IN-00319,inbound,Sri Lanka,Authorized Issuer App,NRI,Android,2026-06-23,10,drop_technical_fail,33.2,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,33.2,2026-W26,1,False,IN-00319-A1
IN-00320,inbound,UK,Authorized Issuer App,Tourist,iOS,2026-05-06,7,drop_technical_fail,21.0,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,21.0,2026-W19,1,False,IN-00320-A1
IN-00321,inbound,France,Authorized Issuer App,Tourist,iOS,2026-05-25,5,success,8.8,drop_user_abandon,50.4,not_reached,,not_reached,,not_reached,,not_reached,,dropped,kyc_verification,user_abandon,Gave up after repeated scan failures,59.2,2026-W22,1,False,IN-00321-A1
IN-00322,inbound,France,Hotel Partner Onboarding,Business Traveller,Android,2026-07-21,10,drop_technical_fail,68.4,not_reached,,not_reached,,not_reached,,not_reached,,not_reached,,dropped,onboarding,technical_fail,International OTP delivery failure,68.4,2026-W30,1,False,IN-00322-A1
IN-00323,inbound,Mauritius,Airport Kiosk,Tourist,Android,2026-06-22,3,success,12.4,success,46.8,success,14.2,success,1.5,success,8.2,drop_business_decline,40.7,dropped,exit_refund,business_decline,FEMA refund rule required manual review,123.8,2026-W26,1,False,IN-00323-A1
