merchant_id,country,mcc_code,merchant_tier,acquirer_partner_id,terminal_type,qr_format,cross_border_enabled_date,staff_readiness_true,footfall_index,merchant_cohort_true
M_6df281f550,FOREIGN,5309,T3,ACQ_04,DYNAMIC_QR,EMVCo,2025-05-21,0.863,0.51,M-4
M_e810230b33,FOREIGN,5310,T3,ACQ_03,STATIC_QR,EMVCo,2026-06-12,0.919,5.89,M-1
M_e176f894cc,FOREIGN,7011,T1,ACQ_02,POS,EMVCo,2025-02-04,0.199,3.21,M-2
M_81c1de382c,FOREIGN,5411,T3,ACQ_01,POS,EMVCo,2025-11-14,0.561,1.7,M-5
M_d0583e5e2b,IN,4111,T2,ACQ_03,DYNAMIC_QR,PROPRIETARY,,0.76,5.71,M-3
M_dd7927e5cc,IN,5944,T2,ACQ_07,STATIC_QR,PROPRIETARY,,0.932,3.26,M-3
M_0b6fb4d4e9,FOREIGN,5941,T2,ACQ_08,DYNAMIC_QR,EMVCo,2026-01-19,0.782,8.39,M-4
M_e43acd24a4,FOREIGN,8220,T3,ACQ_01,STATIC_QR,EMVCo,2024-11-20,0.696,0.81,M-1
M_c223be7d3d,IN,5309,T3,ACQ_05,DYNAMIC_QR,EMVCo,2025-06-20,0.824,1.81,M-5
M_4e4e3b5332,IN,4111,T2,ACQ_05,POS,EMVCo,,0.927,3.95,M-3
M_e12104db18,FOREIGN,8099,T3,ACQ_03,STATIC_QR,EMVCo,,0.753,2.05,M-3
M_1cd67c4b2e,FOREIGN,5812,T1,ACQ_01,STATIC_QR,EMVCo,,0.763,0.76,M-3
M_edc53889fb,IN,5999,T3,ACQ_01,STATIC_QR,EMVCo,2025-12-05,0.754,1.03,M-4
M_7e91696f61,IN,7011,T2,ACQ_08,POS,EMVCo,2025-10-03,0.672,1.38,M-2
M_4c88f44895,FOREIGN,8062,T3,ACQ_04,POS,EMVCo,2025-10-02,0.337,2.9,M-2
M_e8745d6279,FOREIGN,5941,T2,ACQ_03,ECOM_SDK,EMVCo,2024-08-20,0.749,0.62,M-1
M_1787f81720,IN,5411,T1,ACQ_08,DYNAMIC_QR,PROPRIETARY,2025-01-04,0.783,8.25,M-5
M_fa0ad2fa54,IN,8099,T3,ACQ_07,DYNAMIC_QR,PROPRIETARY,2025-08-08,0.926,0.27,M-1
M_a83a7c6179,FOREIGN,5941,T3,ACQ_06,DYNAMIC_QR,EMVCo,2026-02-16,0.935,3.25,M-1
M_c94671e843,IN,8220,T2,ACQ_05,STATIC_QR,EMVCo,2025-02-24,0.851,4.78,M-4
M_4369823323,FOREIGN,5812,T2,ACQ_06,STATIC_QR,PROPRIETARY,2025-03-13,0.66,0.38,M-1
M_f9a23b568b,FOREIGN,5941,T2,ACQ_03,DYNAMIC_QR,EMVCo,2026-07-13,0.513,2.85,M-1
M_aa33cd6b03,FOREIGN,5310,T2,ACQ_07,STATIC_QR,EMVCo,2025-01-09,0.688,1.19,M-4
M_d77f9aeba2,FOREIGN,5300,T2,ACQ_04,STATIC_QR,EMVCo,2026-04-12,0.38,3.24,M-2
M_6dd54bc61a,FOREIGN,7011,T1,ACQ_08,DYNAMIC_QR,PROPRIETARY,,0.498,2.91,M-3
M_a996f51b81,IN,5941,T2,ACQ_08,POS,EMVCo,2026-04-02,0.613,4.58,M-2
M_74960c60a3,FOREIGN,5999,T2,ACQ_04,STATIC_QR,EMVCo,,0.588,2.42,M-3
M_5d201d3b7e,FOREIGN,8220,T1,ACQ_06,STATIC_QR,PROPRIETARY,2025-11-06,0.823,3.48,M-1
M_a88e4acb6e,IN,5812,T3,ACQ_03,STATIC_QR,EMVCo,2025-03-15,0.693,1.0,M-1
M_e596ab67a4,FOREIGN,7011,T2,ACQ_04,STATIC_QR,PROPRIETARY,2024-12-20,0.599,4.31,M-4
M_baec203e36,FOREIGN,4111,T2,ACQ_07,POS,PROPRIETARY,2024-11-28,0.347,1.83,M-1
M_4c1c564e74,FOREIGN,8220,T3,ACQ_02,POS,PROPRIETARY,2025-09-28,0.848,1.89,M-1
M_ad4199c5af,IN,5300,T2,ACQ_02,DYNAMIC_QR,EMVCo,2024-09-20,0.78,11.62,M-5
M_7a1753c32e,FOREIGN,5300,T3,ACQ_04,STATIC_QR,PROPRIETARY,2026-06-08,0.726,1.09,M-1
M_5a2ca256c2,FOREIGN,8099,T2,ACQ_02,DYNAMIC_QR,EMVCo,2025-10-02,0.628,2.5,M-5
M_4d2ef355e1,IN,5411,T2,ACQ_08,STATIC_QR,EMVCo,2025-07-24,0.86,5.45,M-4
M_83ff2d85c7,FOREIGN,5944,T2,ACQ_02,STATIC_QR,EMVCo,,0.802,4.57,M-3
M_62449a7c65,IN,7011,T1,ACQ_03,STATIC_QR,EMVCo,,0.704,2.08,M-3
M_e6f8024ad1,IN,8220,T2,ACQ_03,DYNAMIC_QR,EMVCo,2025-06-21,0.622,8.75,M-1
M_44527458e2,FOREIGN,5300,T2,ACQ_03,STATIC_QR,EMVCo,2025-08-10,0.699,0.8,M-4
M_0c98719a53,FOREIGN,5309,T2,ACQ_07,DYNAMIC_QR,EMVCo,2025-05-06,0.602,11.34,M-1
M_d9870a8941,FOREIGN,8062,T2,ACQ_07,POS,EMVCo,2025-04-30,0.952,1.11,M-1
M_b73d3bb045,IN,5300,T2,ACQ_02,DYNAMIC_QR,EMVCo,2026-06-21,0.508,3.23,M-2
M_224e5b1eba,FOREIGN,5812,T2,ACQ_05,DYNAMIC_QR,EMVCo,2024-12-28,0.424,3.35,M-2
M_1b523991e6,FOREIGN,5309,T3,ACQ_07,DYNAMIC_QR,PROPRIETARY,2024-12-25,0.582,2.14,M-1
M_b182794239,IN,7991,T2,ACQ_01,DYNAMIC_QR,EMVCo,,0.927,10.74,M-3
M_6c3d22ae6a,IN,5309,T2,ACQ_03,DYNAMIC_QR,EMVCo,2026-06-04,0.822,3.46,M-1
M_c27c80b7d4,FOREIGN,5812,T2,ACQ_04,POS,EMVCo,2025-04-09,0.933,2.56,M-4
M_326c450e6b,FOREIGN,7011,T1,ACQ_07,DYNAMIC_QR,EMVCo,2026-06-23,0.739,1.48,M-1
M_627589078a,IN,5300,T2,ACQ_01,DYNAMIC_QR,PROPRIETARY,2025-09-23,0.611,0.3,M-1
M_b9c0af89c8,FOREIGN,4111,T2,ACQ_03,DYNAMIC_QR,PROPRIETARY,,0.912,3.08,M-3
M_92f8d67403,IN,5812,T2,ACQ_04,DYNAMIC_QR,EMVCo,2026-03-06,0.701,0.63,M-1
M_d189645b4d,IN,5812,T2,ACQ_07,STATIC_QR,EMVCo,2025-08-21,0.624,1.87,M-1
M_48017b370a,FOREIGN,5309,T2,ACQ_05,DYNAMIC_QR,EMVCo,,0.864,5.92,M-3
M_354b1a322b,IN,5999,T2,ACQ_01,STATIC_QR,PROPRIETARY,,0.905,6.92,M-3
M_22222fb292,IN,5411,T3,ACQ_01,DYNAMIC_QR,EMVCo,2025-09-11,0.914,2.67,M-4
M_3f69e40182,FOREIGN,5941,T3,ACQ_05,DYNAMIC_QR,EMVCo,2025-12-20,0.5,4.54,M-1
M_ca5968c9c1,FOREIGN,8220,T2,ACQ_03,POS,EMVCo,2026-03-11,0.899,4.85,M-1
M_4ab73ff42e,FOREIGN,5812,T2,ACQ_08,DYNAMIC_QR,EMVCo,2025-08-02,0.507,3.66,M-1
M_a3e2caf7e3,IN,5941,T1,ACQ_05,POS,EMVCo,2026-04-16,0.592,5.55,M-5
M_484c8328c9,IN,8099,T2,ACQ_04,STATIC_QR,EMVCo,2025-01-09,0.876,2.63,M-4
M_97288f0a57,FOREIGN,4111,T3,ACQ_03,DYNAMIC_QR,PROPRIETARY,2026-07-06,0.807,2.23,M-4
M_2708217595,FOREIGN,8062,T3,ACQ_05,DYNAMIC_QR,PROPRIETARY,2025-03-22,0.843,4.81,M-1
M_d5f72dd731,FOREIGN,8062,T3,ACQ_03,DYNAMIC_QR,PROPRIETARY,,0.675,0.83,M-3
M_23d458afcf,IN,7991,T2,ACQ_04,DYNAMIC_QR,EMVCo,2025-10-20,0.913,9.62,M-1
M_8a084f682e,FOREIGN,7991,T3,ACQ_04,DYNAMIC_QR,EMVCo,2025-06-16,0.682,3.51,M-1
M_dbe8c68f0e,FOREIGN,5310,T2,ACQ_07,STATIC_QR,EMVCo,2025-09-16,0.894,6.73,M-4
M_c4d594f275,IN,7011,T2,ACQ_03,POS,EMVCo,2024-10-20,0.828,2.2,M-1
M_642260e9c7,FOREIGN,5300,T2,ACQ_07,DYNAMIC_QR,EMVCo,2024-09-13,0.608,4.01,M-1
M_7e097ceb0f,FOREIGN,5310,T1,ACQ_04,STATIC_QR,EMVCo,2025-12-27,0.17,1.04,M-2
M_9ad8ad3dcc,FOREIGN,5309,T3,ACQ_06,POS,EMVCo,2024-12-10,0.527,0.69,M-1
M_7fcf198a97,FOREIGN,5944,T2,ACQ_06,DYNAMIC_QR,EMVCo,2025-11-19,0.15,0.74,M-2
M_897b504e62,FOREIGN,5812,T2,ACQ_01,POS,EMVCo,2025-08-17,0.549,2.04,M-1
M_982ccd47ad,IN,7991,T3,ACQ_04,DYNAMIC_QR,PROPRIETARY,2025-03-28,0.463,4.27,M-2
M_26da6fb3af,FOREIGN,5411,T3,ACQ_08,POS,EMVCo,2025-05-29,0.663,3.3,M-4
M_a3769f1081,IN,5411,T2,ACQ_07,POS,EMVCo,2026-03-29,0.975,1.79,M-1
M_711c5b1e29,FOREIGN,5941,T3,ACQ_08,DYNAMIC_QR,EMVCo,2025-10-22,0.578,1.63,M-4
M_ea3ce8fa57,IN,4111,T2,ACQ_06,STATIC_QR,PROPRIETARY,2026-04-21,0.54,7.14,M-4
M_79c7cc738a,FOREIGN,5411,T3,ACQ_06,DYNAMIC_QR,EMVCo,2026-06-09,0.789,6.07,M-4
M_1aeac5cfb6,FOREIGN,5411,T3,ACQ_05,DYNAMIC_QR,EMVCo,2025-11-15,0.787,0.65,M-4
M_400b6c6d09,IN,5310,T1,ACQ_01,STATIC_QR,EMVCo,2024-10-13,0.922,3.2,M-1
M_bd6d468cc9,IN,8062,T2,ACQ_05,DYNAMIC_QR,PROPRIETARY,,0.885,1.06,M-3
M_468bcb89ef,FOREIGN,5999,T2,ACQ_03,POS,EMVCo,2024-12-27,0.45,3.67,M-4
M_505a8c097d,FOREIGN,5941,T2,ACQ_05,POS,EMVCo,2024-12-02,0.692,0.61,M-4
M_5ceba7c754,IN,8062,T2,ACQ_04,ECOM_SDK,PROPRIETARY,2025-01-19,0.69,1.97,M-1
M_215409e8b3,FOREIGN,5411,T2,ACQ_08,POS,EMVCo,,0.565,1.86,M-3
M_6d1a5f85d9,FOREIGN,4111,T3,ACQ_01,ECOM_SDK,EMVCo,2025-09-16,0.528,6.29,M-5
M_1cbee82ea8,FOREIGN,4111,T2,ACQ_03,STATIC_QR,EMVCo,2025-05-12,0.784,5.58,M-1
M_31fb852056,FOREIGN,7991,T3,ACQ_02,POS,PROPRIETARY,2026-04-30,0.677,2.32,M-1
M_a7b8bc07ff,IN,5999,T1,ACQ_07,DYNAMIC_QR,EMVCo,2025-10-07,0.663,2.17,M-1
M_f123b07837,FOREIGN,8062,T2,ACQ_08,STATIC_QR,EMVCo,2025-02-26,0.841,3.72,M-1
M_b2f745ea1b,FOREIGN,8220,T2,ACQ_01,STATIC_QR,EMVCo,,0.823,3.21,M-3
M_caa95b9cbc,FOREIGN,4111,T3,ACQ_04,STATIC_QR,EMVCo,2025-04-29,0.217,3.19,M-2
M_d19e532d99,FOREIGN,5812,T2,ACQ_07,STATIC_QR,EMVCo,,0.773,5.13,M-3
M_3499f7a069,IN,5309,T2,ACQ_03,STATIC_QR,PROPRIETARY,2025-03-30,0.946,6.58,M-1
M_2a94f0b60d,FOREIGN,4111,T3,ACQ_07,STATIC_QR,EMVCo,,0.652,5.8,M-3
M_c27b8803e1,FOREIGN,8220,T2,ACQ_03,ECOM_SDK,EMVCo,2026-03-21,0.688,2.13,M-5
M_e0c00110a9,FOREIGN,5310,T2,ACQ_04,DYNAMIC_QR,EMVCo,2025-12-16,0.452,2.04,M-4
M_20f872feae,IN,5411,T2,ACQ_04,DYNAMIC_QR,EMVCo,,0.851,3.22,M-3
M_c1f7123825,FOREIGN,8099,T3,ACQ_06,STATIC_QR,EMVCo,,0.709,1.39,M-3
M_461a50d775,FOREIGN,7991,T2,ACQ_08,STATIC_QR,EMVCo,2026-05-14,0.632,2.03,M-1
M_b87b504bdb,IN,8220,T2,ACQ_04,POS,PROPRIETARY,2026-03-10,0.396,1.25,M-2
M_f71a357a8b,FOREIGN,5944,T2,ACQ_08,POS,EMVCo,2025-12-07,0.706,12.31,M-4
M_8e86da9e67,IN,5300,T3,ACQ_06,DYNAMIC_QR,PROPRIETARY,,0.919,2.13,M-3
M_aa504c4197,FOREIGN,5812,T1,ACQ_02,POS,PROPRIETARY,2025-08-20,0.439,0.67,M-2
M_27e6b8dcda,FOREIGN,5310,T1,ACQ_01,POS,PROPRIETARY,2025-05-15,0.519,1.57,M-4
M_4c0e9d078e,IN,5944,T2,ACQ_05,DYNAMIC_QR,EMVCo,2025-07-18,0.855,0.62,M-4
M_3e51ad0e00,FOREIGN,7011,T1,ACQ_05,ECOM_SDK,EMVCo,2026-06-15,0.618,0.53,M-1
M_4bfa49031e,FOREIGN,8099,T3,ACQ_03,DYNAMIC_QR,EMVCo,,0.701,0.53,M-3
M_8f04774019,FOREIGN,5812,T3,ACQ_06,DYNAMIC_QR,EMVCo,2026-02-15,0.757,3.57,M-1
M_cfeb251ef5,IN,5411,T3,ACQ_01,STATIC_QR,EMVCo,2025-07-20,0.835,3.29,M-2
M_260a9a0788,FOREIGN,5944,T3,ACQ_03,DYNAMIC_QR,PROPRIETARY,,0.696,0.73,M-3
M_d2502fb79b,FOREIGN,5812,T3,ACQ_07,DYNAMIC_QR,PROPRIETARY,2025-11-03,0.918,1.28,M-1
M_6658965361,FOREIGN,5309,T2,ACQ_08,DYNAMIC_QR,EMVCo,2024-10-05,0.879,3.21,M-4
M_6659f4c054,IN,5310,T1,ACQ_03,STATIC_QR,EMVCo,,0.845,1.43,M-3
M_93d05a2771,FOREIGN,8062,T3,ACQ_02,DYNAMIC_QR,EMVCo,2025-12-27,0.733,0.23,M-4
M_804e8b165f,FOREIGN,5309,T1,ACQ_01,DYNAMIC_QR,EMVCo,,0.857,2.08,M-3
M_36b74b9194,IN,5944,T2,ACQ_01,DYNAMIC_QR,EMVCo,,0.89,2.03,M-3
M_ff5f12892e,FOREIGN,4111,T1,ACQ_03,STATIC_QR,PROPRIETARY,,0.873,2.4,M-3
M_fb37d41088,FOREIGN,5310,T3,ACQ_06,DYNAMIC_QR,EMVCo,,0.842,0.54,M-3
M_3a7c785d04,IN,5310,T2,ACQ_01,DYNAMIC_QR,PROPRIETARY,2025-09-22,0.74,2.74,M-4
M_cbf7e59464,FOREIGN,5941,T2,ACQ_02,DYNAMIC_QR,PROPRIETARY,,0.804,0.61,M-3
M_2fec6373bc,FOREIGN,5999,T3,ACQ_08,STATIC_QR,EMVCo,2024-11-08,0.483,3.28,M-2
M_72bbb1da72,FOREIGN,5411,T3,ACQ_01,DYNAMIC_QR,EMVCo,2025-02-22,0.811,3.85,M-5
M_6ebee9cbe7,FOREIGN,8062,T1,ACQ_05,DYNAMIC_QR,EMVCo,,0.708,6.8,M-3
M_a2ffa8eba4,IN,8099,T1,ACQ_07,DYNAMIC_QR,EMVCo,,0.615,3.79,M-3
M_c147d93784,IN,8220,T1,ACQ_05,STATIC_QR,EMVCo,2026-07-10,0.959,2.05,M-1
M_bb6819a2e9,IN,5812,T2,ACQ_01,POS,EMVCo,2026-02-18,0.828,2.53,M-1
M_070b7be12a,IN,8062,T1,ACQ_07,DYNAMIC_QR,EMVCo,2025-08-01,0.286,4.67,M-2
M_a9a2f7e38c,IN,5999,T2,ACQ_04,DYNAMIC_QR,EMVCo,2026-06-28,0.867,3.02,M-1
M_d9a3f0d763,IN,5941,T2,ACQ_07,STATIC_QR,PROPRIETARY,2025-11-13,0.607,2.09,M-4
M_06ab0c759e,FOREIGN,5944,T3,ACQ_08,ECOM_SDK,EMVCo,2025-10-01,0.498,2.25,M-2
M_752c8b9958,IN,5812,T3,ACQ_02,STATIC_QR,EMVCo,2026-03-16,0.708,2.73,M-1
M_7a7cfdd1d7,IN,5999,T1,ACQ_06,STATIC_QR,EMVCo,2024-11-29,0.683,2.54,M-1
M_b0c42be818,FOREIGN,5944,T3,ACQ_04,STATIC_QR,EMVCo,2026-01-29,0.468,1.08,M-2
M_19285b9e36,IN,5300,T2,ACQ_02,POS,EMVCo,2025-01-19,0.85,5.38,M-1
M_c7af803fd8,FOREIGN,5300,T2,ACQ_07,POS,EMVCo,,0.296,0.2,M-3
M_d4a2b39f75,FOREIGN,4111,T1,ACQ_03,ECOM_SDK,PROPRIETARY,2025-10-19,0.843,4.0,M-1
M_f2831a21fd,IN,5812,T1,ACQ_07,DYNAMIC_QR,EMVCo,2026-02-26,0.254,0.52,M-2
M_a380075b82,FOREIGN,7011,T1,ACQ_03,ECOM_SDK,EMVCo,2025-11-28,0.665,3.54,M-1
M_3ebb9834e0,IN,7011,T3,ACQ_08,DYNAMIC_QR,EMVCo,2026-04-08,0.809,7.0,M-1
M_d102ca3837,FOREIGN,8099,T3,ACQ_02,DYNAMIC_QR,EMVCo,2025-11-16,0.759,1.39,M-4
M_84842eeca8,IN,7991,T2,ACQ_01,POS,EMVCo,2025-06-21,0.7,2.49,M-4
M_dc003be1b9,FOREIGN,5300,T2,ACQ_01,POS,EMVCo,2025-09-28,0.662,3.92,M-4
M_21ccc0dc99,IN,7011,T3,ACQ_04,DYNAMIC_QR,PROPRIETARY,2024-11-20,0.693,3.12,M-1
M_fb897449df,FOREIGN,8062,T2,ACQ_04,DYNAMIC_QR,PROPRIETARY,2025-09-03,0.402,0.93,M-2
M_49e35f00dd,IN,7991,T2,ACQ_01,DYNAMIC_QR,EMVCo,2026-03-06,0.967,1.98,M-1
M_d742cb6b73,FOREIGN,5310,T2,ACQ_06,DYNAMIC_QR,EMVCo,2025-02-26,0.702,2.12,M-2
M_20c5afa95e,FOREIGN,5941,T2,ACQ_02,POS,EMVCo,2025-01-29,0.873,0.59,M-1
M_025fa58542,FOREIGN,7991,T3,ACQ_04,POS,EMVCo,2024-11-27,0.73,1.4,M-4
M_cfc6d6ec79,FOREIGN,5812,T2,ACQ_01,DYNAMIC_QR,EMVCo,2026-07-18,0.894,3.92,M-1
M_aac3c3cdc7,FOREIGN,4111,T2,ACQ_07,STATIC_QR,EMVCo,2025-06-29,0.629,0.55,M-4
M_e84365132b,IN,8099,T3,ACQ_08,STATIC_QR,EMVCo,2025-04-13,0.556,1.45,M-1
M_067ac0b140,FOREIGN,5309,T2,ACQ_03,POS,EMVCo,,0.938,2.21,M-3
M_019bdd51d5,FOREIGN,8062,T2,ACQ_07,POS,EMVCo,2026-02-07,0.782,1.4,M-4
M_0a395ee9e8,FOREIGN,5944,T2,ACQ_06,STATIC_QR,EMVCo,2025-10-31,0.438,2.25,M-4
M_e2af21db2f,FOREIGN,8220,T2,ACQ_02,DYNAMIC_QR,EMVCo,2026-02-11,0.361,0.61,M-2
M_ba333fef97,FOREIGN,8062,T3,ACQ_07,DYNAMIC_QR,EMVCo,,0.863,0.45,M-3
M_a150b5989d,FOREIGN,5944,T3,ACQ_03,POS,EMVCo,2025-08-23,0.852,6.25,M-1
M_fe47557e8c,FOREIGN,8099,T2,ACQ_04,POS,PROPRIETARY,2025-05-14,0.704,2.56,M-1
M_f750a6f992,FOREIGN,5310,T2,ACQ_01,STATIC_QR,EMVCo,,0.582,5.52,M-3
M_bdd5ebf87f,IN,5411,T2,ACQ_04,STATIC_QR,PROPRIETARY,,0.744,4.54,M-3
M_3dfb3ecfff,FOREIGN,5999,T2,ACQ_01,DYNAMIC_QR,PROPRIETARY,2025-01-08,0.562,2.08,M-4
M_69da0e5eab,FOREIGN,7011,T1,ACQ_02,DYNAMIC_QR,EMVCo,,0.828,7.72,M-3
M_6ebfeb4e5d,IN,8062,T3,ACQ_01,DYNAMIC_QR,EMVCo,2025-07-05,0.865,2.24,M-1
M_3e96063ae2,IN,5941,T3,ACQ_06,STATIC_QR,EMVCo,2026-07-16,0.804,2.37,M-4
M_c641c6b4a5,FOREIGN,5309,T3,ACQ_05,STATIC_QR,EMVCo,2024-11-14,0.15,2.58,M-2
M_d49ace595d,IN,5310,T1,ACQ_02,POS,EMVCo,2025-05-16,0.481,3.35,M-2
M_8681cc6e53,FOREIGN,7991,T2,ACQ_04,POS,PROPRIETARY,2025-11-18,0.983,3.8,M-1
M_ed3603c731,FOREIGN,5944,T1,ACQ_03,DYNAMIC_QR,EMVCo,,0.551,2.16,M-3
M_8ca45d4921,IN,5812,T2,ACQ_07,DYNAMIC_QR,EMVCo,2025-07-11,0.363,0.41,M-2
M_b5ff3baeab,FOREIGN,7991,T2,ACQ_04,DYNAMIC_QR,PROPRIETARY,2025-11-23,0.784,0.47,M-1
M_4a2e4a44f7,IN,5999,T3,ACQ_01,DYNAMIC_QR,EMVCo,2026-03-18,0.316,1.0,M-2
M_01b0275e76,IN,5812,T1,ACQ_08,DYNAMIC_QR,PROPRIETARY,2025-01-15,0.682,6.24,M-1
M_e510ad6879,FOREIGN,5941,T3,ACQ_07,STATIC_QR,EMVCo,2025-05-27,0.909,1.2,M-4
M_02311f2185,FOREIGN,5309,T3,ACQ_05,DYNAMIC_QR,EMVCo,2025-03-02,0.635,1.93,M-4
M_5e67148c8c,IN,4111,T3,ACQ_08,DYNAMIC_QR,EMVCo,2024-09-04,0.568,1.2,M-1
M_b4fdf66bd8,FOREIGN,8220,T1,ACQ_01,DYNAMIC_QR,EMVCo,2026-02-05,0.58,4.23,M-4
M_237a1306c2,FOREIGN,5411,T1,ACQ_01,ECOM_SDK,PROPRIETARY,2025-10-01,0.834,6.35,M-1
M_2f1b818e16,IN,8099,T1,ACQ_07,POS,EMVCo,2025-11-07,0.723,4.71,M-4
M_ce7ec2d81d,FOREIGN,5300,T2,ACQ_06,POS,EMVCo,2025-10-02,0.797,4.99,M-4
M_b6f6acdd17,FOREIGN,5309,T1,ACQ_06,DYNAMIC_QR,PROPRIETARY,,0.717,2.21,M-3
M_d6a2f50fea,IN,5944,T1,ACQ_03,DYNAMIC_QR,EMVCo,2024-12-11,0.79,3.89,M-1
M_b8fb09903a,IN,8220,T2,ACQ_06,STATIC_QR,PROPRIETARY,2026-06-05,0.235,3.49,M-2
M_66f6ef7925,FOREIGN,5941,T1,ACQ_02,DYNAMIC_QR,EMVCo,2025-08-21,0.897,2.45,M-1
M_e188f72aea,IN,7991,T2,ACQ_01,POS,EMVCo,2025-03-09,0.748,6.66,M-4
M_b63ad955ea,FOREIGN,5411,T1,ACQ_07,DYNAMIC_QR,EMVCo,2025-01-18,0.829,0.19,M-4
M_b904c5c9b7,FOREIGN,5944,T2,ACQ_02,DYNAMIC_QR,EMVCo,2026-04-10,0.754,1.76,M-4
M_cc878878bb,IN,5309,T3,ACQ_01,POS,EMVCo,2025-10-28,0.533,3.82,M-4
M_b3aa5dbf89,FOREIGN,5812,T2,ACQ_06,STATIC_QR,EMVCo,2025-04-30,0.778,5.22,M-1
M_7d7a7fbf7d,FOREIGN,8062,T2,ACQ_01,ECOM_SDK,EMVCo,2025-09-18,0.817,1.26,M-4
M_2ec466e2a7,FOREIGN,5310,T2,ACQ_01,DYNAMIC_QR,EMVCo,,0.572,2.69,M-3
M_f8001b8aa7,FOREIGN,7991,T2,ACQ_05,STATIC_QR,EMVCo,2025-09-20,0.734,2.24,M-4
M_2700f613aa,IN,8099,T1,ACQ_07,DYNAMIC_QR,EMVCo,2025-08-28,0.873,3.71,M-5
M_36a6ae0f04,FOREIGN,5310,T1,ACQ_05,STATIC_QR,PROPRIETARY,2025-04-21,0.756,3.86,M-1
M_b696abe329,FOREIGN,7991,T1,ACQ_08,POS,EMVCo,2025-12-09,0.917,2.03,M-1
M_9f800d053a,FOREIGN,8099,T2,ACQ_02,POS,EMVCo,,0.94,4.13,M-3
M_6537334be2,FOREIGN,8099,T3,ACQ_02,ECOM_SDK,EMVCo,,0.819,2.84,M-3
M_04025e3afa,FOREIGN,5812,T2,ACQ_07,STATIC_QR,EMVCo,2024-10-14,0.744,1.11,M-1
M_3c13b955fd,IN,4111,T2,ACQ_02,STATIC_QR,EMVCo,,0.778,0.53,M-3
M_48559160dc,FOREIGN,5999,T2,ACQ_07,STATIC_QR,EMVCo,2026-07-19,0.69,2.03,M-4
M_f0432d6a1c,FOREIGN,7991,T2,ACQ_04,POS,PROPRIETARY,2024-08-23,0.76,5.6,M-4
M_91a30b4a8e,IN,4111,T1,ACQ_05,STATIC_QR,EMVCo,2024-12-18,0.873,2.26,M-1
M_c967894039,FOREIGN,8220,T3,ACQ_02,DYNAMIC_QR,EMVCo,2025-12-04,0.665,1.21,M-1
M_a7cb643208,FOREIGN,5941,T3,ACQ_04,DYNAMIC_QR,EMVCo,2025-11-05,0.5,2.25,M-4
M_de310ae673,FOREIGN,5411,T1,ACQ_08,STATIC_QR,EMVCo,2025-12-06,0.905,4.05,M-4
M_b99ead4474,IN,5300,T2,ACQ_08,DYNAMIC_QR,EMVCo,2025-08-12,0.33,3.97,M-4
M_b50cb295f2,FOREIGN,5310,T2,ACQ_06,DYNAMIC_QR,EMVCo,2025-10-12,0.804,1.86,M-2
M_305102992c,FOREIGN,5941,T2,ACQ_02,POS,EMVCo,2025-01-06,0.799,3.92,M-4
M_3d99100ab3,FOREIGN,5944,T2,ACQ_08,DYNAMIC_QR,EMVCo,2025-01-19,0.909,0.87,M-1
M_d1c4620be5,FOREIGN,5812,T3,ACQ_08,DYNAMIC_QR,EMVCo,2025-12-19,0.545,1.8,M-1
M_200a9ecb23,FOREIGN,8220,T2,ACQ_03,POS,EMVCo,2026-03-10,0.555,4.89,M-4
M_03c92a7e4d,FOREIGN,5300,T2,ACQ_05,DYNAMIC_QR,EMVCo,2025-10-22,0.945,5.25,M-1
M_f311fb728f,IN,5999,T3,ACQ_02,STATIC_QR,PROPRIETARY,,0.769,1.53,M-3
M_aca65e47c1,IN,7011,T1,ACQ_02,DYNAMIC_QR,EMVCo,2025-11-08,0.597,8.55,M-1
M_1b3d87405c,FOREIGN,5309,T2,ACQ_08,DYNAMIC_QR,EMVCo,,0.766,5.33,M-3
M_d02bfe669d,IN,8220,T2,ACQ_01,STATIC_QR,EMVCo,2026-03-04,0.836,0.86,M-5
M_fd806d9344,FOREIGN,5812,T2,ACQ_08,DYNAMIC_QR,EMVCo,2026-06-13,0.466,1.94,M-1
M_9ebd0b51d7,IN,5944,T2,ACQ_03,DYNAMIC_QR,EMVCo,2026-03-26,0.594,1.92,M-4
M_0cbd25e340,FOREIGN,5999,T3,ACQ_01,DYNAMIC_QR,EMVCo,2025-11-27,0.814,2.05,M-4
M_6b2b0af4cd,FOREIGN,7011,T3,ACQ_08,DYNAMIC_QR,EMVCo,2025-02-17,0.756,2.88,M-4
M_efb0791462,FOREIGN,5999,T2,ACQ_08,POS,PROPRIETARY,2024-09-01,0.364,3.31,M-1
M_2a32f9b46f,FOREIGN,8220,T2,ACQ_04,DYNAMIC_QR,EMVCo,2026-06-26,0.725,1.09,M-1
M_8e3b237129,FOREIGN,5411,T2,ACQ_01,STATIC_QR,EMVCo,2026-06-27,0.307,3.33,M-2
M_108d28a167,FOREIGN,8099,T2,ACQ_08,STATIC_QR,EMVCo,2025-12-21,0.956,2.93,M-4
M_5a5e98f795,IN,5411,T2,ACQ_07,POS,EMVCo,2024-11-17,0.729,4.95,M-1
M_378954d737,IN,5944,T2,ACQ_02,POS,EMVCo,,0.801,1.73,M-3
