trip_id,user_id,direction,corridor_pair,purpose,start_date,end_date,party_size,budget_inr,is_first_trip_to_corridor
TRIP_f0900465d6,U_30eb0f9357,OUT,IN_BT,LEISURE,2026-06-12,2026-06-22,3,4429.0,True
TRIP_49f584f872,U_30eb0f9357,OUT,IN_LK,VFR,2025-11-16,2025-11-27,3,21354.0,True
TRIP_8d3ac53909,U_169d53b1b2,OUT,IN_BT,VFR,2025-09-23,2025-10-05,2,72920.0,True
TRIP_384c92e4ab,U_8ca81608be,OUT,IN_FR,LEISURE,2025-09-26,2025-10-01,1,33060.0,True
TRIP_9701fa951a,U_eba5102431,OUT,IN_AE,VFR,2025-03-22,2025-03-28,3,13686.0,True
TRIP_a2deeddb98,U_6b284a4fbb,OUT,OTHER_R2,LEISURE,2025-03-02,2025-03-08,3,34314.0,True
TRIP_4261e84a52,U_1700625efa,OUT,OTHER_R2,VFR,2025-12-19,2025-12-27,1,48368.0,True
TRIP_834d885a76,U_1e4a426b32,OUT,IN_AE,LEISURE,2024-11-25,2024-12-09,4,19380.0,True
TRIP_cf8510332d,U_9ecf56486b,OUT,IN_QA,MEDICAL,2024-11-01,2024-11-12,2,6321.0,True
TRIP_905327c301,U_9ecf56486b,OUT,IN_LK,LEISURE,2024-08-12,2024-08-16,1,3494.0,True
TRIP_05956c459b,U_507a808faf,OUT,IN_SG,PILGRIMAGE,2026-01-29,2026-02-04,2,2056.0,True
TRIP_7dc99f24d6,U_507a808faf,OUT,IN_AE,VFR,2025-06-10,2025-06-14,2,12746.0,True
TRIP_ab9e91b128,U_6ab3183172,OUT,IN_AE,PILGRIMAGE,2026-06-03,2026-06-14,1,7370.0,True
TRIP_eb95b2b0ea,U_6ab3183172,OUT,IN_LK,PILGRIMAGE,2025-11-10,2025-11-18,2,14048.0,True
TRIP_7e851ffaf1,U_40d674a597,OUT,OTHER_R2,BUSINESS,2025-09-24,2025-10-04,2,41573.0,True
TRIP_e72d3f7821,U_40d674a597,OUT,IN_QA,LEISURE,2025-08-11,2025-08-22,4,24242.0,True
TRIP_f32154a116,U_40d674a597,OUT,OTHER_R2,BUSINESS,2024-11-06,2024-11-18,2,11581.0,False
TRIP_f7168c8cf2,U_40d674a597,OUT,IN_AE,LEISURE,2025-01-18,2025-01-29,4,18170.0,True
TRIP_60d05cf937,U_40d674a597,OUT,IN_AE,LEISURE,2026-03-04,2026-03-13,3,17711.0,False
TRIP_f8d44d2b69,U_ac814d7960,OUT,IN_AE,MEDICAL,2025-08-02,2025-08-16,2,8869.0,True
TRIP_e5527721a4,U_ac814d7960,OUT,IN_QA,EDUCATION,2024-08-17,2024-08-25,3,8355.0,True
TRIP_a3464b133c,U_ac814d7960,OUT,IN_AE,MEDICAL,2025-01-24,2025-02-06,1,13021.0,False
TRIP_94d7d87fa7,U_ac814d7960,OUT,OTHER_R2,EDUCATION,2025-02-03,2025-02-15,3,7487.0,True
TRIP_6acb021de5,U_743babebc1,OUT,IN_AE,EVENT,2025-09-16,2025-09-22,3,6953.0,True
TRIP_532961e95a,U_743babebc1,OUT,IN_AE,VFR,2024-08-12,2024-08-25,4,3493.0,True
TRIP_45893b2681,U_b827d141a5,OUT,IN_MU,BUSINESS,2025-08-21,2025-08-28,4,32535.0,True
TRIP_5d70b9526a,U_b827d141a5,OUT,IN_AE,VFR,2026-05-31,2026-06-09,3,70935.0,True
TRIP_5be1eb5b8c,U_241b0afddd,OUT,OTHER_R2,LEISURE,2025-08-12,2025-08-16,2,8442.0,True
TRIP_4d312e0852,U_241b0afddd,OUT,IN_SG,EVENT,2025-04-30,2025-05-14,2,10616.0,True
TRIP_73dd407e89,U_241b0afddd,OUT,IN_NP,LEISURE,2024-08-19,2024-08-27,2,75939.0,True
TRIP_37ef5ccb58,U_42c1a93f1d,OUT,OTHER_R2,BUSINESS,2025-05-16,2025-05-26,1,12464.0,True
TRIP_efb82f3d93,U_81545b4acb,OUT,IN_AE,BUSINESS,2026-01-22,2026-01-30,3,27343.0,True
TRIP_c3a464e170,U_6030d119f6,OUT,IN_AE,LEISURE,2025-11-04,2025-11-18,2,12950.0,True
TRIP_0ef1c88a6e,U_6030d119f6,OUT,IN_KH,VFR,2026-04-02,2026-04-08,2,11554.0,True
TRIP_3d2ec95077,U_6030d119f6,OUT,IN_AE,LEISURE,2025-01-06,2025-01-10,4,4475.0,True
TRIP_894e3456f6,U_edae74e4af,OUT,IN_AE,LEISURE,2025-02-17,2025-02-24,4,38532.0,True
TRIP_d59847c255,U_7f2ae2998c,OUT,OTHER_R2,LEISURE,2026-03-23,2026-03-27,4,64361.0,True
TRIP_84725cd50e,U_7f2ae2998c,OUT,IN_SG,EVENT,2025-04-04,2025-04-11,4,20822.0,True
TRIP_b548985fb9,U_4e32d74296,OUT,IN_SG,LEISURE,2025-05-04,2025-05-17,1,3896.0,True
TRIP_a07ecac8e2,U_4e32d74296,OUT,IN_QA,LEISURE,2026-07-05,2026-07-12,4,5472.0,True
TRIP_ee8f1e5b2c,U_eeb329ead9,OUT,OTHER_R2,TRANSIT,2026-03-10,2026-03-13,1,20319.0,True
TRIP_373c96eb1d,U_894b44d458,OUT,OTHER_R2,LEISURE,2025-12-10,2025-12-15,1,14497.0,True
TRIP_53cc7935fe,U_6de0d69193,OUT,IN_QA,EDUCATION,2026-06-23,2026-07-05,3,3990.0,True
TRIP_ac1711a603,U_769d0558ea,OUT,OTHER_R2,PILGRIMAGE,2025-05-02,2025-05-06,4,24023.0,True
TRIP_fb5a055895,U_769d0558ea,OUT,IN_AE,LEISURE,2025-01-28,2025-02-01,1,16490.0,True
TRIP_7c35a1242b,U_769d0558ea,OUT,IN_AE,LEISURE,2024-09-06,2024-09-08,1,25296.0,True
TRIP_d514b0647c,U_b96f2af569,OUT,IN_MU,EDUCATION,2025-12-24,2025-12-31,3,7579.0,True
TRIP_f53b613d31,U_6131cab984,OUT,IN_FR,VFR,2025-11-10,2025-11-20,3,12509.0,True
TRIP_450fcb8cbe,U_b269ba42f6,OUT,IN_AE,LEISURE,2026-03-20,2026-03-22,2,10709.0,True
TRIP_6139de3298,U_1d8e8fbe30,OUT,IN_AE,VFR,2026-05-13,2026-05-23,2,5495.0,True
TRIP_d8c78ba45e,U_1d8e8fbe30,OUT,IN_AE,EDUCATION,2026-07-10,2026-07-23,2,11484.0,True
TRIP_bf1fb2cd2e,U_1d8e8fbe30,OUT,OTHER_R2,EDUCATION,2025-12-22,2025-12-31,3,12974.0,True
TRIP_23b61ae646,U_bbc9f9a1ed,OUT,IN_NP,EDUCATION,2025-12-15,2025-12-28,1,29277.0,True
TRIP_5fee73f110,U_6fd5e3e963,OUT,OTHER_R2,PILGRIMAGE,2026-05-31,2026-06-03,4,3854.0,True
TRIP_76578688e5,U_6fd5e3e963,OUT,IN_BT,EVENT,2025-07-27,2025-08-02,4,8769.0,True
TRIP_1a6df3f8cd,U_55bc043cd0,OUT,OTHER_R2,LEISURE,2025-07-23,2025-07-31,4,16728.0,True
TRIP_9ea1540d87,U_aaf89a6c14,OUT,IN_AE,LEISURE,2025-08-27,2025-09-10,2,8270.0,True
TRIP_d032521004,U_aaf89a6c14,OUT,IN_AE,MEDICAL,2025-10-14,2025-10-22,4,49451.0,True
TRIP_5a8b334b27,U_8aa534f7a4,OUT,IN_AE,EDUCATION,2025-03-25,2025-04-04,2,14708.0,True
TRIP_35a7da546e,U_e9ffde8356,OUT,IN_SG,VFR,2024-09-12,2024-09-22,3,18215.0,True
TRIP_fb0ba2be1e,U_a53d6c83d1,OUT,IN_QA,EDUCATION,2024-11-11,2024-11-14,3,5352.0,True
TRIP_90c719f59d,U_a53d6c83d1,OUT,IN_MU,LEISURE,2025-02-05,2025-02-15,2,35859.0,True
TRIP_b5af3464f5,U_a53d6c83d1,OUT,IN_NP,LEISURE,2025-09-22,2025-09-24,3,12838.0,True
TRIP_67d7a99442,U_d7ad099232,OUT,IN_MU,LEISURE,2026-01-31,2026-02-12,2,5816.0,True
TRIP_6d61c6017b,U_d94dcd56d6,OUT,IN_AE,EDUCATION,2025-11-05,2025-11-16,2,8451.0,True
TRIP_a9276d1c6e,U_298203aafc,OUT,IN_AE,LEISURE,2026-04-18,2026-04-23,2,11548.0,True
TRIP_785d5a3525,U_de4bdcde23,OUT,IN_LK,LEISURE,2025-06-21,2025-06-29,3,19582.0,True
TRIP_e701ec175c,U_de4bdcde23,OUT,IN_QA,LEISURE,2026-02-20,2026-02-27,4,11511.0,True
TRIP_5767f262e3,U_de4bdcde23,OUT,IN_AE,BUSINESS,2025-10-17,2025-10-19,3,6387.0,True
TRIP_67cce92ed3,U_785f999d16,OUT,IN_AE,BUSINESS,2026-05-23,2026-06-01,1,11967.0,True
TRIP_c1366dcbd3,U_785f999d16,OUT,IN_SG,LEISURE,2025-06-16,2025-06-30,4,6060.0,True
TRIP_cb9e344ecb,U_785f999d16,OUT,IN_BT,LEISURE,2025-07-02,2025-07-04,1,54152.0,True
TRIP_1c5f79fa9d,U_bff85dca91,OUT,IN_LK,LEISURE,2026-06-29,2026-07-01,1,3343.0,True
TRIP_19e2195f98,U_bff85dca91,OUT,IN_AE,EVENT,2025-05-17,2025-05-27,4,10406.0,True
TRIP_aa9aa79fef,U_bff85dca91,OUT,OTHER_R2,LEISURE,2025-03-31,2025-04-12,3,16544.0,True
TRIP_d6b51c1d1c,U_bff85dca91,OUT,IN_NP,EDUCATION,2026-02-18,2026-02-24,4,9536.0,True
TRIP_50deed8288,U_e767712bfc,OUT,IN_AE,VFR,2026-04-26,2026-05-04,4,1895.0,True
TRIP_caf9390102,U_4e81c4f206,OUT,IN_FR,LEISURE,2025-03-23,2025-04-01,3,12792.0,True
TRIP_debcd8ba7d,U_4e81c4f206,OUT,IN_NP,LEISURE,2026-06-26,2026-07-06,2,8930.0,True
TRIP_aed81c03e4,U_125dafcba9,OUT,IN_QA,EVENT,2025-04-23,2025-05-01,2,9040.0,True
TRIP_324883fbb9,U_125dafcba9,OUT,IN_SG,LEISURE,2026-05-06,2026-05-08,3,12471.0,True
TRIP_cac678291b,U_34556a7e39,OUT,IN_AE,LEISURE,2026-01-10,2026-01-15,2,8531.0,True
TRIP_1035bac5d1,U_3c7f075d65,OUT,IN_LK,BUSINESS,2026-01-20,2026-01-25,2,28087.0,True
TRIP_3678685105,U_3c7f075d65,OUT,IN_BT,LEISURE,2026-01-21,2026-01-31,2,23577.0,True
TRIP_303b9a6ef0,U_3c7f075d65,OUT,IN_NP,TRANSIT,2026-01-07,2026-01-19,2,7601.0,True
TRIP_ce84e09479,U_d5b4acdca9,OUT,IN_SG,VFR,2025-01-25,2025-01-29,1,7259.0,True
TRIP_8e3bd1b4b7,U_d5b4acdca9,OUT,IN_SG,EDUCATION,2026-01-03,2026-01-12,2,8644.0,True
TRIP_9e50fe9b91,U_0a5631f91c,OUT,IN_NP,LEISURE,2024-08-20,2024-08-23,4,9162.0,True
TRIP_5d15a77053,U_8de0fdd2bc,OUT,OTHER_R2,EVENT,2025-05-19,2025-05-23,4,9926.0,True
TRIP_479930d58b,U_107ef7b87f,OUT,IN_AE,LEISURE,2026-04-09,2026-04-14,2,10943.0,True
TRIP_0a2b7a06c4,U_107ef7b87f,OUT,IN_QA,EVENT,2025-12-18,2025-12-21,4,16246.0,True
TRIP_40b00114ae,U_f10a9e05e9,OUT,IN_SG,MEDICAL,2025-02-11,2025-02-24,2,6519.0,True
TRIP_3ef9b0a270,U_10a8c78581,OUT,IN_NP,LEISURE,2026-05-31,2026-06-09,2,7841.0,True
TRIP_ec2244bbe5,U_10a8c78581,OUT,IN_SG,LEISURE,2024-09-21,2024-09-25,2,7950.0,True
TRIP_d23e2346b6,U_bdff45b229,OUT,IN_AE,MEDICAL,2025-01-13,2025-01-26,4,9091.0,True
TRIP_648b587c5f,U_55ad872eee,OUT,IN_SG,VFR,2025-10-18,2025-10-24,2,12915.0,True
TRIP_698e7161bf,U_1fb56f2a49,OUT,IN_FR,LEISURE,2026-05-19,2026-05-27,2,16526.0,True
TRIP_9ba430688a,U_03fb54d3da,OUT,IN_AE,LEISURE,2026-04-29,2026-05-09,3,15296.0,True
TRIP_06c6df3193,U_83af92b5bc,OUT,OTHER_R2,EDUCATION,2025-08-02,2025-08-09,3,29635.0,True
TRIP_786b7226d7,U_83af92b5bc,OUT,IN_BT,LEISURE,2025-05-20,2025-05-30,4,7497.0,True
TRIP_3bbd9abb9a,U_83af92b5bc,OUT,IN_AE,EVENT,2025-01-31,2025-02-02,2,21836.0,True
TRIP_4f63ef89ee,U_83af92b5bc,OUT,IN_SG,LEISURE,2025-02-21,2025-03-06,4,54293.0,True
TRIP_2c45b98c46,U_108d11ef53,OUT,IN_NP,EDUCATION,2025-04-02,2025-04-08,4,9047.0,True
TRIP_b9aa0978f7,U_680144f38d,OUT,IN_QA,BUSINESS,2025-12-28,2026-01-10,2,16633.0,True
TRIP_769d2e9667,U_0ad0c99f3d,OUT,IN_AE,MEDICAL,2026-01-14,2026-01-23,2,73222.0,True
TRIP_f7b4829cad,U_0ad0c99f3d,OUT,IN_NP,MEDICAL,2026-05-24,2026-05-26,4,71191.0,True
TRIP_a7d18e75ff,U_0ad0c99f3d,OUT,IN_SG,EDUCATION,2024-08-13,2024-08-24,3,4718.0,True
TRIP_c1d43b6f87,U_37aa378fbd,OUT,IN_AE,MEDICAL,2026-04-24,2026-05-04,2,53597.0,True
TRIP_a7f9e0ea25,U_917ea73305,OUT,IN_NP,LEISURE,2024-10-13,2024-10-27,3,19527.0,True
TRIP_e779781adb,U_25f8e55734,OUT,OTHER_R2,VFR,2025-03-28,2025-04-10,4,36366.0,True
TRIP_ca6e6ac93a,U_25f8e55734,OUT,IN_SG,LEISURE,2025-07-26,2025-07-30,2,8853.0,True
TRIP_65658af607,U_a531f4d066,OUT,OTHER_R2,LEISURE,2026-03-16,2026-03-19,4,38476.0,True
TRIP_5cd35b7f59,U_a531f4d066,OUT,IN_AE,BUSINESS,2025-10-18,2025-10-28,3,15741.0,True
TRIP_6ace01e10c,U_72f655e172,OUT,OTHER_R2,EVENT,2025-12-12,2025-12-25,3,12457.0,True
TRIP_4ef77c76aa,U_72f655e172,OUT,IN_AE,LEISURE,2026-01-31,2026-02-11,2,4946.0,True
TRIP_3f591086e6,U_72f655e172,OUT,IN_AE,PILGRIMAGE,2025-07-24,2025-08-05,1,1886.0,True
TRIP_e4c187ebd5,U_7ad2a0c6a0,OUT,OTHER_R2,LEISURE,2026-06-17,2026-06-23,1,10025.0,True
TRIP_828a638601,U_7ad2a0c6a0,OUT,IN_AE,EDUCATION,2025-02-07,2025-02-11,3,7279.0,True
TRIP_98b9c8b3b6,U_36f8aebc21,OUT,IN_QA,MEDICAL,2026-02-16,2026-02-28,1,42190.0,True
TRIP_c9683fb92a,U_c699357b3b,OUT,IN_SG,LEISURE,2025-10-28,2025-11-06,3,21150.0,True
TRIP_ea4b93b88f,U_c699357b3b,OUT,IN_SG,VFR,2025-08-14,2025-08-18,1,24542.0,True
TRIP_75a0c27267,U_c699357b3b,OUT,IN_AE,PILGRIMAGE,2026-02-01,2026-02-14,1,2617.0,True
TRIP_658ab493d2,U_50ec44fb26,OUT,IN_AE,LEISURE,2024-10-20,2024-10-23,1,29030.0,True
TRIP_ef29380728,U_b9c60542e2,OUT,IN_MU,EDUCATION,2024-12-31,2025-01-08,2,2266.0,True
TRIP_4c3da3a2fc,U_b9c60542e2,OUT,IN_AE,EVENT,2025-07-02,2025-07-09,4,16271.0,True
TRIP_70f8e0c44d,U_b9c60542e2,OUT,IN_SG,LEISURE,2024-12-25,2025-01-04,4,7433.0,True
TRIP_1d5ff15920,U_b9c60542e2,OUT,IN_SG,LEISURE,2025-10-10,2025-10-17,1,15854.0,False
TRIP_2249246c20,U_51aea36348,OUT,IN_KH,VFR,2026-03-29,2026-04-03,3,19024.0,True
TRIP_817271cb21,U_51aea36348,OUT,IN_QA,LEISURE,2025-10-15,2025-10-22,4,109396.0,True
TRIP_ab7f6e5c8c,U_e774f1ba73,OUT,IN_SG,EDUCATION,2025-03-22,2025-03-31,3,20849.0,True
TRIP_140b93fd7b,U_72138d4ac6,OUT,IN_BT,VFR,2024-11-11,2024-11-16,2,3591.0,True
TRIP_10eecaea15,U_40ebdb6744,OUT,OTHER_R2,MEDICAL,2024-08-24,2024-09-03,1,23060.0,True
TRIP_667a3bd0e7,U_74be4fb62b,OUT,IN_AE,VFR,2025-06-11,2025-06-22,1,19424.0,True
TRIP_f4d0aef920,U_74be4fb62b,OUT,IN_AE,LEISURE,2025-09-15,2025-09-27,2,18122.0,False
TRIP_f1ac4b9f72,U_74be4fb62b,OUT,IN_AE,LEISURE,2024-10-30,2024-11-13,3,14650.0,False
TRIP_fb7e571f3c,U_fd01ee6f71,OUT,IN_AE,BUSINESS,2025-07-18,2025-07-22,4,18330.0,True
TRIP_840be7d3e3,U_70b3d46b4b,OUT,IN_AE,LEISURE,2024-09-13,2024-09-20,2,6359.0,True
TRIP_60daae95c7,U_37817908f2,OUT,IN_QA,MEDICAL,2025-03-13,2025-03-26,1,22844.0,True
TRIP_d48c33692f,U_37817908f2,OUT,IN_NP,EDUCATION,2024-10-27,2024-11-10,4,8674.0,True
TRIP_7dfa598ca3,U_1ce23910cf,OUT,IN_SG,BUSINESS,2024-12-19,2024-12-24,3,25392.0,True
TRIP_25a46abb07,U_982f0f91e5,OUT,IN_SG,EDUCATION,2025-09-20,2025-09-23,2,24911.0,True
TRIP_1f6d813f46,U_c3c82aa3c1,OUT,IN_AE,LEISURE,2026-01-21,2026-01-27,4,16595.0,True
TRIP_9f60b466ae,U_c3c82aa3c1,OUT,OTHER_R2,LEISURE,2025-12-14,2025-12-28,4,7714.0,True
TRIP_39147ef73d,U_d959f213d2,OUT,OTHER_R2,LEISURE,2025-07-25,2025-07-29,4,2898.0,True
TRIP_6b45e93b9f,U_d959f213d2,OUT,IN_SG,LEISURE,2026-05-20,2026-06-01,1,2445.0,True
TRIP_d3bc63171b,U_d201c45792,OUT,IN_SG,LEISURE,2025-05-14,2025-05-22,2,22118.0,True
TRIP_61d11b7cbf,U_d201c45792,OUT,IN_LK,LEISURE,2024-09-23,2024-09-28,2,7749.0,True
TRIP_e33b9c1369,U_d201c45792,OUT,IN_AE,LEISURE,2026-06-08,2026-06-15,1,9307.0,True
TRIP_1e74d706ec,U_d0cb63ab1d,OUT,IN_AE,PILGRIMAGE,2025-10-31,2025-11-06,4,32331.0,True
TRIP_c40536bb4c,U_d0cb63ab1d,OUT,IN_SG,EDUCATION,2025-10-10,2025-10-24,3,28527.0,True
TRIP_184cc0a3b2,U_53801f57bb,OUT,IN_BT,LEISURE,2026-03-04,2026-03-08,3,12138.0,True
TRIP_105c459f85,U_7705a854e4,OUT,OTHER_R2,LEISURE,2026-02-07,2026-02-17,4,28871.0,True
TRIP_5d280b3351,U_eef1845d62,OUT,IN_QA,TRANSIT,2024-10-09,2024-10-13,1,9616.0,True
TRIP_ac2ad039f6,U_e6cbbd168a,OUT,IN_AE,EVENT,2025-08-28,2025-09-04,1,7965.0,True
TRIP_ef4e879c91,U_e6cbbd168a,OUT,IN_NP,LEISURE,2026-05-03,2026-05-12,3,15223.0,True
TRIP_0a2bf9571f,U_210a3ba075,OUT,IN_SG,TRANSIT,2025-07-13,2025-07-23,1,7243.0,True
TRIP_cde66531fd,U_210a3ba075,OUT,IN_BT,EVENT,2025-07-01,2025-07-03,4,9661.0,True
TRIP_58d9ffb4aa,U_a64f3191e2,OUT,IN_NP,LEISURE,2025-02-10,2025-02-22,2,6529.0,True
TRIP_86122a3800,U_a64f3191e2,OUT,OTHER_R2,PILGRIMAGE,2024-12-28,2025-01-01,4,5737.0,True
TRIP_360d011871,U_a64f3191e2,OUT,OTHER_R2,LEISURE,2026-07-01,2026-07-06,4,28601.0,False
TRIP_cffe809f28,U_55d90a9ea2,OUT,IN_BT,EVENT,2026-02-11,2026-02-18,2,11052.0,True
TRIP_750aaeacd7,U_55d90a9ea2,OUT,IN_AE,LEISURE,2025-11-24,2025-11-26,2,15478.0,True
TRIP_f7d5cae7d5,U_fb86a0b55e,OUT,OTHER_R2,LEISURE,2025-10-12,2025-10-19,3,21044.0,True
TRIP_c0e19f0898,U_fb86a0b55e,OUT,IN_NP,EVENT,2025-06-07,2025-06-10,3,24280.0,True
TRIP_cb3e457aa1,U_9ca3807368,OUT,OTHER_R2,LEISURE,2026-01-22,2026-01-28,2,9332.0,True
TRIP_16a42941ab,U_9ca3807368,OUT,IN_LK,VFR,2026-04-10,2026-04-16,2,29137.0,True
TRIP_fda531cad7,U_0f585ff51e,OUT,IN_SG,LEISURE,2025-01-10,2025-01-24,3,6752.0,True
TRIP_df34ddd98c,U_23edc08aca,OUT,IN_NP,PILGRIMAGE,2025-05-14,2025-05-17,3,8992.0,True
TRIP_36702275f1,U_6bed5c2641,OUT,IN_SG,PILGRIMAGE,2024-12-31,2025-01-12,4,12219.0,True
TRIP_2779712290,U_2cb083bf56,OUT,IN_QA,LEISURE,2024-09-04,2024-09-08,4,35215.0,True
TRIP_a5281779c5,U_3adc707a89,OUT,OTHER_R2,LEISURE,2025-10-04,2025-10-13,2,10911.0,True
TRIP_d53eca59a6,U_3adc707a89,OUT,IN_AE,BUSINESS,2026-06-28,2026-07-12,3,15653.0,True
TRIP_69824026b4,U_65b7176fa6,OUT,OTHER_R2,LEISURE,2025-03-11,2025-03-20,1,15812.0,True
TRIP_c1a4bd9549,U_65b7176fa6,OUT,IN_AE,VFR,2025-03-20,2025-03-29,1,15482.0,True
TRIP_51ea181fd1,U_88c702d48b,OUT,IN_AE,LEISURE,2026-04-20,2026-04-26,2,8803.0,True
TRIP_fe4a085e8c,U_88c702d48b,OUT,IN_NP,LEISURE,2025-06-20,2025-06-30,2,34382.0,True
TRIP_835ef77dc3,U_88c702d48b,OUT,IN_BT,LEISURE,2025-12-29,2026-01-08,1,20871.0,True
TRIP_e84f623e51,U_8a37dade94,OUT,IN_SG,BUSINESS,2025-06-03,2025-06-07,1,3652.0,True
TRIP_27c5f2e585,U_8a37dade94,OUT,IN_NP,LEISURE,2026-06-21,2026-06-29,2,29124.0,True
TRIP_6de454c4ed,U_a2d1dc337a,OUT,OTHER_R2,PILGRIMAGE,2024-08-25,2024-09-04,1,24411.0,True
TRIP_f7fd305ee5,U_202ebe6f0d,OUT,IN_QA,EVENT,2025-12-13,2025-12-27,1,14365.0,True
TRIP_99d2985390,U_202ebe6f0d,OUT,IN_QA,LEISURE,2024-11-29,2024-12-01,1,5994.0,False
TRIP_74df442447,U_1b009fa3cd,OUT,IN_LK,EDUCATION,2025-12-21,2025-12-25,3,13227.0,True
TRIP_670bc6362b,U_1b009fa3cd,OUT,IN_MU,VFR,2025-01-09,2025-01-20,4,26842.0,True
TRIP_64e16ee01a,U_31ff9bcd69,OUT,IN_SG,LEISURE,2025-01-25,2025-02-03,2,11249.0,True
TRIP_61d693fb50,U_c37df09299,OUT,IN_AE,VFR,2026-04-10,2026-04-22,3,21277.0,True
TRIP_9485d8df84,U_ed14efa764,OUT,IN_NP,BUSINESS,2025-11-03,2025-11-05,1,14218.0,True
TRIP_4bfab0c16c,U_ed14efa764,OUT,IN_NP,BUSINESS,2026-05-20,2026-05-30,2,33458.0,True
TRIP_2c79af3536,U_ed14efa764,OUT,OTHER_R2,PILGRIMAGE,2025-08-14,2025-08-25,3,53012.0,True
TRIP_d82fbe005c,U_616885ad76,OUT,IN_AE,PILGRIMAGE,2025-05-15,2025-05-23,2,6304.0,True
TRIP_12220d246b,U_0a46b581f1,OUT,IN_NP,EDUCATION,2025-08-09,2025-08-20,4,19358.0,True
TRIP_8663217d82,U_a93652fcde,OUT,IN_AE,LEISURE,2026-04-18,2026-05-01,3,5008.0,True
TRIP_37b21969ba,U_a93652fcde,OUT,OTHER_R2,LEISURE,2025-10-14,2025-10-23,1,82043.0,True
TRIP_f06356be6e,U_cf47454264,OUT,IN_AE,VFR,2026-03-22,2026-03-26,3,5023.0,True
TRIP_b546c3b45c,U_c2e9a27543,OUT,OTHER_R2,PILGRIMAGE,2025-06-07,2025-06-20,3,10772.0,True
TRIP_6f5fb49a89,U_c2e9a27543,OUT,OTHER_R2,LEISURE,2025-09-21,2025-09-28,1,17168.0,False
TRIP_0538bb839a,U_c9150bdcbe,OUT,IN_SG,LEISURE,2024-09-06,2024-09-14,1,17295.0,True
TRIP_4f1c854ea5,U_c9150bdcbe,OUT,IN_QA,LEISURE,2026-06-20,2026-06-22,2,15536.0,True
TRIP_29e7170dd1,U_784bd12e19,OUT,OTHER_R2,BUSINESS,2025-08-04,2025-08-06,3,14315.0,True
TRIP_7787547d14,U_7adb8ac60c,OUT,IN_NP,EDUCATION,2025-11-04,2025-11-08,3,31905.0,True
TRIP_5c8812df29,U_7adb8ac60c,OUT,IN_FR,EDUCATION,2025-06-07,2025-06-18,2,9062.0,True
TRIP_fdf187222c,U_103b4b11d2,OUT,IN_AE,TRANSIT,2026-03-26,2026-03-31,3,14522.0,True
TRIP_3ddd05a581,U_103b4b11d2,OUT,IN_LK,BUSINESS,2025-09-01,2025-09-12,4,11053.0,True
TRIP_58c527ffa8,U_4db79c2534,OUT,IN_AE,VFR,2025-06-24,2025-07-01,2,7779.0,True
TRIP_2d96a26774,U_4db79c2534,OUT,IN_AE,EDUCATION,2025-12-24,2025-12-26,4,29516.0,True
TRIP_96debafabb,U_91a0045245,OUT,IN_AE,MEDICAL,2026-06-18,2026-06-30,1,9500.0,True
TRIP_96552528b5,U_c792bdcea3,OUT,IN_QA,VFR,2025-08-22,2025-08-31,3,5743.0,True
TRIP_928e987e25,U_c792bdcea3,OUT,IN_AE,VFR,2026-01-22,2026-02-02,1,9390.0,True
TRIP_01fe30f0ae,U_c792bdcea3,OUT,OTHER_R2,LEISURE,2026-05-19,2026-06-02,4,14650.0,True
TRIP_92f41bf3e2,U_c792bdcea3,OUT,OTHER_R2,EDUCATION,2026-01-12,2026-01-22,4,20770.0,False
TRIP_41614b7c46,U_c6daf2924e,OUT,IN_SG,MEDICAL,2026-06-05,2026-06-11,3,30223.0,True
TRIP_10799a6368,U_b25acd35ec,OUT,OTHER_R2,BUSINESS,2024-11-02,2024-11-16,4,12979.0,True
TRIP_3f92c7603e,U_b25acd35ec,OUT,IN_SG,LEISURE,2026-03-18,2026-03-20,2,3931.0,True
TRIP_b7192950d3,U_61a102f545,OUT,IN_LK,BUSINESS,2025-07-09,2025-07-19,2,11894.0,True
TRIP_8d70582659,U_61e8b08b4a,OUT,IN_QA,BUSINESS,2024-09-02,2024-09-13,3,20351.0,True
TRIP_fccc6532a3,U_61e8b08b4a,OUT,IN_AE,EDUCATION,2026-01-14,2026-01-27,2,11312.0,True
TRIP_272c231040,U_61e8b08b4a,OUT,IN_AE,LEISURE,2024-10-23,2024-10-29,2,5027.0,False
TRIP_40c7d3007e,U_6bbb90ecc5,OUT,IN_QA,EDUCATION,2026-03-25,2026-03-28,3,3259.0,True
TRIP_f1d8bc41b5,U_6bbb90ecc5,OUT,IN_QA,EDUCATION,2024-11-22,2024-11-28,2,45734.0,True
TRIP_3bfff96647,U_6bbb90ecc5,OUT,IN_AE,EDUCATION,2024-09-21,2024-10-02,2,21161.0,True
TRIP_9116f41698,U_6bbb90ecc5,OUT,IN_SG,LEISURE,2025-10-02,2025-10-06,3,27196.0,True
TRIP_decf74ed83,U_9cc13e7c44,OUT,IN_NP,VFR,2025-05-07,2025-05-13,2,10643.0,True
TRIP_092405ca29,U_0bdfbd188b,OUT,IN_AE,LEISURE,2026-04-14,2026-04-27,1,46550.0,True
TRIP_6399fadaf1,U_0bdfbd188b,OUT,IN_BT,LEISURE,2026-05-03,2026-05-05,4,17505.0,True
